"Austen","PROTAG.NAME","PROTAG.GENDER","Combination","Combination_Class","Combination_Class2","STORY.ID","Short_Title","Author_Gender","Canonicity","PUB..DATE","GENRE","PREDICATE","AGENT","PATIENT","POSESSOR","AFFECT","COGITATION","SOCIABILITY","POLARITY","COMMUNICATIVENESS","DESCRIPTIVENESS","ABSTRACTION","DISTINCTIVENESS_SKEW","DISTINCTIVENESS_SKEW.woSaid.","DEPTH","CLASS.SIMILARITY","HOMOGENEITY","DISTINCTIVENESS_KL","EMBODIMENT","CLOTHES","MOTION","PHYSICAL","PERCEPTION","VALUATION","CENTRALITY","ENSEMBLE","MENTIONS","POPULATION","SOCIO","COMM","COG_PER","COG_PER_RATIO"
"","Janet","F","f_F","Female_Female","Female_Female","Chadwyck_1858_Eliot_ScenesofClerical","1858_Eliot_ScenesofClerical","f","can",1858,"vic",0.045957447,0.503829787,0.091914894,0.358297872,0.1252,0.1023,0.003297609,0.875,0.031327288,0.018961253,0.600989283,5.186991877,4.797334284,0.766189052,0.745357365,0.554348957,1.019120665,0.056883759,0.009068425,0.05358615,0.005770816,0.061830173,0.003297609,1.508393285,3,878.4302772,0.69827526,-0.099002391,-0.030502885,0.164130173,1.65453200333112
"","Eric","M","m_M","All","Male_Male","Chadwyck_1858_Farrar_EricorLittle","1858_Farrar_EricorLittle","m","non",1858,"vic",0.057692308,0.57948718,0.100641026,0.262179487,0.1201,0.0847,0.007603406,0.5,0.053223844,0.0243309,0.593065693,12.83898812,5.104317742,0.877122533,0.928854282,0.831867776,1.104968883,0.056569343,0.007907543,0.059914842,0.008211679,0.055961071,0.004562044,5.414802065,2,3388.698593,1.077145135,-0.077096594,-0.002737227,0.140661071,1.51355216200205
"","Lucy","F","m_F","All","Mixed","Chadwyck_1858_Lowell_TheNewPriest","1858_Lowell_TheNewPriest","m","non",1858,"vic",0.074324324,0.578828829,0.117117117,0.22972973,0.0935,0.0609,0,0.5,0.113785558,0.032822757,0.571115974,11.65504112,3.258035011,0.809835092,0.851227291,0.775646483,1.441564128,0.052516411,0.010940919,0.048140044,0.006564551,0.056892779,0.008752735,1.011185682,2,262.0671056,0.586279878,-0.0609,0.056892779,0.117792779,1.0704346152611
"","Harry","M","m_M","All","Male_Male","Chadwyck_1858_Thackeray_TheVirginiansA","1858_Thackeray_TheVirginiansA","m","can",1858,"vic",0.078673924,0.474517566,0.11627907,0.330529441,0.1357,0.0547,0.004737091,0.125,0.042633823,0.034343913,0.547844623,11.26563789,7.55787063,0.872648577,0.87569699,0.638668956,1.136995426,0.040975841,0.011132165,0.040975841,0.005447655,0.034817622,0.006395073,3.17904613,3,1148.983548,0.282583263,-0.049962909,0.007816201,0.089517622,1.57104353651723
"","Frank","M","m_M","All","Male_Male","Chadwyck_1858_Trollope_DoctorThorneA","1858_Trollope_DoctorThorneA","m","can",1858,"vic",0.072463768,0.544622426,0.114416476,0.26849733,0.1175,0.0794,0.016157989,0.875,0.061041293,0.026929982,0.540394973,10.73453871,6.511147339,0.884679934,0.868247008,0.782305418,1.334269716,0.030520646,0.002513465,0.046678636,0.002513465,0.030520646,0.003590664,1.202020202,2,1317.312793,0.461243975,-0.063242011,0.030520647,0.109920646,2.60151767429824
"","Alaric","M","m_M","All","Male_Male","Chadwyck_1858_Trollope_TheThreeClerks","1858_Trollope_TheThreeClerks","m","can",1858,"vic",0.077938808,0.566505636,0.098550725,0.257004831,0.1265,0.085,0.008849558,0.125,0.067439732,0.023497101,0.544095209,16.05902861,7.580772556,0.926160682,0.911818296,0.866307957,0.990232017,0.028379616,0.003356729,0.042722002,0.004577357,0.032956973,0.008239243,1.476277372,2,1437.928246,0.444353599,-0.076150442,0.034482759,0.117956973,2.5791203579285
"","Peleg","M","f_M","All","Mixed","Chadwyck_1859_Cary_TheAdoptedDaughter","1859_Cary_TheAdoptedDaughter","f","non",1859,"vic",0.133603239,0.55465587,0.076923077,0.234817814,0.0661,0.1206,0.003968254,0.625,0.03968254,0.063492064,0.547619048,5.38266929,5.984353272,0.861360401,0.556033831,0.443948762,1.344694924,0.023809524,0.007936508,0.071428571,0.047619048,0.01984127,0.015873016,1.205263158,4,241.5458937,1.054785562,-0.116631746,0.01984127,0.14044127,6.07823995137408
"","Percival","M","m_M","All","Male_Male","Chadwyck_1859_Collins_TheWomanin","1859_Collins_TheWomanin","m","can",1859,"vic",0.037748799,0.518188058,0.08785175,0.356211393,0.1044,0.0654,0.003994674,0.125,0.049933422,0.005992011,0.591877497,8.903493134,5.093563207,0.796440751,0.845557271,0.675028365,1.050682606,0.052596538,0.008655127,0.048601864,0.001997337,0.043275633,0.011984021,1.00491573,2,583.3768182,0.407670733,-0.061405326,0.006657789,0.108675633,1.51124305911366
"","St. John","M","m_M","All","Male_Male","Chadwyck_1859_Cooke_HenryStJohn","1859_Cooke_HenryStJohn","m","non",1859,"vic",0.050242131,0.572033898,0.085956417,0.291767555,0.0992,0.059,0.005319149,1.125,0.104018913,0.023049645,0.603427896,16.01312635,4.690559483,0.830676533,0.873906385,0.665608776,1.325702218,0.077423168,0.007683215,0.050236407,0.004728132,0.066193853,0.006501182,3.826603325,5,1066.040233,0.661725781,-0.053680851,0.03782506,0.125193853,0.891321434333185
"","Miss Westervelt","F","m_F","All","Mixed","Chadwyck_1859_De_Forest_SeaclifforThe","1859_De_Forest_SeaclifforThe","m","non",1859,"vic",0.063576159,0.499337748,0.172185431,0.264900662,0.1069,0.0591,0.002512563,0,0.046482412,0.020100503,0.530150754,7.449540192,3.522427294,0.773623584,0.828358827,0.495000357,1.097498308,0.064070352,0.006281407,0.050251256,0.00879397,0.055276382,0.005025126,1.444073456,10,571.0023236,0.660118293,-0.056587437,-0.00879397,0.114376382,1.06917272552317
"","Mr. Lorry","M","m_M","All","Male_Male","Chadwyck_1859_Dickens_ATaleof","1859_Dickens_ATaleof","m","can",1859,"vic",0.063829787,0.574468085,0.131914894,0.229787234,0.0605,0.0784,0.027548209,0.125,0.114325069,0.034435262,0.593663912,12.2203574,4.463981601,0.88296041,0.890724553,0.564030214,1.299082476,0.092286501,0.008264463,0.049586777,0.008264463,0.08677686,0.006887052,1.996587031,2,862.3866735,0.737082627,-0.050851791,0.027548209,0.16517686,0.903466661504
"","Adam","M","f_M","All","Mixed","Chadwyck_1859_Eliot_AdamBedeBy","1859_Eliot_AdamBedeBy","f","can",1859,"vic",0.058173546,0.595710107,0.102697433,0.243418915,0.097,0.0896,0.005284427,0.125,0.091078645,0.021137706,0.605843954,17.72722394,6.108572339,0.803399248,0.922828872,0.832336338,1.211357845,0.04724899,0.010568853,0.077401306,0.007460367,0.068075847,0.007149518,1.102686161,2,1517.824966,0.468031133,-0.084315573,0.023002798,0.157675847,1.31617899664179
"","Maggie","F","f_F","Female_Female","Female_Female","Chadwyck_1859_Holmes_DoraDeaneor","1859_Holmes_DoraDeaneor","f","non",1859,"vic",0.061999157,0.50147617,0.12357655,0.312948123,0.1114,0.1049,0.007767784,0.75,0.040474244,0.02207686,0.566230581,7.157114618,5.23457903,0.897458224,0.869801319,0.625722591,1.225215663,0.089125102,0.008994276,0.040474244,0.008994276,0.057236304,0.007767784,1.844332855,2,1886.100372,0.733605746,-0.097132216,-0.01676206,0.162136304,1.83275286258875
"","Remeses","M","m_M","All","Male_Male","Chadwyck_1859_Ingraham_ThePillarof","1859_Ingraham_ThePillarof","m","non",1859,"vic",0.08115942,0.544927536,0.147826087,0.226086957,0.0723,0.0694,0.022988506,0,0.063218391,0.043103448,0.612068966,5.668661338,3.391620674,0.829234763,0.754720187,0.280758671,1.659603486,0.054597701,0.002873563,0.100574713,0,0.031609195,0.011494253,1.087619048,3,265.8925383,0.642252508,-0.046411494,0.031609196,0.101009195,2.19556366430717
"","Willy","M","m_M","All","Male_Male","Chadwyck_1859_Jones_Borderwara","1859_Jones_Borderwara","m","non",1859,"vic",0.079044118,0.623161765,0.257352941,0.040441177,0.0841,0.0572,0.055357143,0.875,0.2375,0.0375,0.533928571,14.1833028,9.143705071,0.896252972,0.778564543,0.933468156,1.677460044,0.019642857,0,0.071428571,0.001785714,0.041071429,0.001785714,1.598657718,4,699.2185895,0.587085298,-0.001842857,0.196428571,0.098271429,1.39269563764144
"","Richard","M","m_M","All","Male_Male","Chadwyck_1859_Meredith_TheOrdealof","1859_Meredith_TheOrdealof","m","non",1859,"vic",0.069779117,0.580321285,0.129016064,0.220883534,0.1204,0.0651,0.038461539,0.125,0.056962025,0.03261928,0.549659202,11.51740467,9.334251302,0.90659357,0.888256429,0.782598312,1.093808284,0.047711782,0.004868549,0.052580331,0.006815969,0.058909445,0.003407984,2.438194444,2,1831.392923,0.521615757,-0.026638461,-0.00194742,0.124009445,1.10508595013923
"","Julia","F","m_F","All","Mixed","Chadwyck_1859_Neal_TrueWomanhoodA","1859_Neal_TrueWomanhoodA","m","non",1859,"vic",0.089874176,0.486518874,0.12762133,0.29598562,0.1291,0.0782,0.012202208,0.25,0.050552005,0.05636258,0.552585706,6.580875162,5.097024528,0.800547204,0.793566424,0.6614333,1.383895123,0.097036607,0.012783266,0.037187682,0.00697269,0.065078443,0.004067403,1.12781561,2,1210.897515,0.56242337,-0.065997792,-0.014526438,0.143278443,1.20162678139058
"","Mrs. Partington","F","f_F","Female_Female","Female_Female","Chadwyck_1859_Shillaber_Knitting-WorkAWeb","1859_Shillaber_Knitting-WorkAWeb","f","non",1859,"vic",0.067164179,0.585820896,0.134328358,0.212686567,0.0747,0.0605,0,0,0.061151079,0.039568345,0.579136691,5.328655346,2.287747766,0.773764908,0.78709688,0.563076148,1.342592064,0.061151079,0.017985612,0.082733813,0.007194245,0.050359712,0.007194245,1.548507463,4,288.1038894,1.075014513,-0.0605,0.010791367,0.110859712,1.20135714834906
"","Harry","M","m_M","All","Male_Male","Chadwyck_1859_Simms_TheCassiqueof","1859_Simms_TheCassiqueof","m","non",1859,"vic",0.22740113,0.505649718,0.206214689,0.060734463,0.1211,0.074,0.025745258,0,0.025745258,0.123306233,0.485094851,4.755766122,4.721827325,0.833631245,0.717868555,0.300943984,0.873089606,0.012195122,0.005420054,0.055555556,0.008130081,0.056910569,0.009485095,2.612359551,2,844.3722138,0.453963556,-0.048254742,-0.031165311,0.130910569,1.30028571670053
"","Joshua","M","m_M","All","Male_Male","Chadwyck_1859_Smith_MyThirtyYears","1859_Smith_MyThirtyYears","m","non",1859,"vic",0.059659091,0.639204546,0.176136364,0.125,0.0484,0.0484,0.032520325,0.125,0.254742547,0.021680217,0.647696477,11.1578013,4.144574873,0.796984318,0.795304379,0.432488805,1.716708969,0.027100271,0,0.029810298,0.005420054,0.043360434,0,1.454545455,2,324.7879152,0.845801863,-0.015879675,0.211382113,0.091760434,1.11622498981445
"","Mary","F","f_F","Female_Female","Female_Female","Chadwyck_1859_Stowe_TheMinisterWooing","1859_Stowe_TheMinisterWooing","f","can",1859,"vic",0.071024189,0.485331961,0.108594956,0.335048894,0.0892,0.0719,0.006,0,0.0845,0.0235,0.623,14.03471004,4.797924315,0.861192274,0.90372597,0.76376751,1.302489364,0.1025,0.0065,0.046,0.011,0.054,0.008,3.009104704,2,1524.809879,0.768940938,-0.0659,0.0305,0.1259,1.33148148148148
"","Meredith","M","f_M","All","Mixed","Chadwyck_1860_Cummins_ElFureidis1860","1860_Cummins_ElFureidis1860","f","non",1860,"vic",0.033497097,0.495757034,0.086645824,0.384100045,0.0887,0.0857,0.002174859,0.125,0.018703784,0.01000435,0.566333188,4.902032399,4.354822352,0.748326741,0.747898459,0.420223543,1.012670981,0.078729883,0.010439321,0.050021749,0.003479774,0.06046107,0.008264463,3.901754386,2,1999.586416,0.899094612,-0.083525141,-0.041757286,0.14616107,1.41744100790806
"","Maggie","F","f_F","Female_Female","Female_Female","Chadwyck_1860_Eliot_TheMillon","1860_Eliot_TheMillon","f","can",1860,"vic",0.049611626,0.539714357,0.089952393,0.320721624,0.1039,0.0822,0.006991321,0.125,0.074252652,0.017598843,0.614030858,16.6674037,6.014832405,0.85849472,0.923760415,0.898402513,1.265139051,0.071841852,0.009402122,0.056171649,0.008678881,0.058582449,0.005062681,1.592149533,2,2074.585716,0.487106296,-0.075208679,0.015670203,0.140782449,1.40315062622254
"","Miriam","F","m_F","All","Mixed","Chadwyck_1860_Hawthorne_TheMarbleFaun","1860_Hawthorne_TheMarbleFaun","m","non",1860,"vic",0.061366806,0.479079498,0.174337517,0.285216179,0.0912,0.0884,0.004115226,0.875,0.082990398,0.024691358,0.583676269,14.86378447,4.389060064,0.829879054,0.890929571,0.566175689,1.246407037,0.060356653,0.001371742,0.03909465,0.002743484,0.040466392,0.003429355,1.1003861,2,1028.50214,0.721755888,-0.084284774,0.042524006,0.128866392,2.18452883073935
"","Fanny","F","m_F","All","Mixed","Chadwyck_1860_Holland_MissGilbertCareer","1860_Holland_MissGilbertCareer","m","non",1860,"vic",0.050769231,0.627692308,0.106153846,0.215384615,0.0991,0.0851,0.005212212,0.125,0.052866716,0.015636634,0.603127327,8.547420797,4.906915254,0.93011896,0.866731884,0.641787365,1.114138235,0.044676098,0.002978407,0.073715562,0.002233805,0.058823529,0.006701415,1.210810811,2,1005.754938,0.776644739,-0.079887788,-0.005956813,0.143923529,1.4467000101269
"","Maude","F","f_F","Female_Female","Female_Female","Chadwyck_1860_Holmes_CousinMaudand","1860_Holmes_CousinMaudand","f","non",1860,"vic",0.076470588,0.486928105,0.119607843,0.316993464,0.1231,0.0853,0.006853583,0.25,0.031152648,0.033021807,0.573208723,5.509590671,4.462009251,0.884225024,0.830357468,0.630875303,1.067764986,0.065420561,0.008722741,0.037383178,0.008099689,0.052959502,0.012461059,1.694556452,2,1682.312204,1.000780609,-0.078446417,-0.021806854,0.138259502,1.61066469242857
"","Isabel","F","m_F","All","Mixed","Chadwyck_1860_Ingraham_TheSunnySouth","1860_Ingraham_TheSunnySouth","m","non",1860,"vic",0.255813954,0.581395349,0.069767442,0.093023256,0.1489,0.0638,0,0.125,0.042553192,0.127659575,0.340425532,2.731411151,2.899461509,0.834738273,0.423180126,0.168240613,2.604118577,0,0,0.042553192,0,0.042553192,0,2.739130435,4,50.98497052,0.738912616,-0.0638,0,0.106353192,1.4992999820084
"","David","M","m_M","All","Male_Male","Chadwyck_1860_Ingraham_TheThroneof","1860_Ingraham_TheThroneof","m","non",1860,"vic",0.073011734,0.447196871,0.123207301,0.356584094,0.1131,0.0566,0.013367282,0,0.019732654,0.02546149,0.505410567,4.531269753,4.238016947,0.782431813,0.713041894,0.493660002,0.871316534,0.034373011,0.006365372,0.0598345,0.001909612,0.040101846,0.015276894,1.756670224,2,1023.370907,0.621732021,-0.043232718,-0.020369192,0.096701846,1.41140634772773
"","Willis","M","m_M","All","Male_Male","Chadwyck_1860_Thompson_TheDoomedChief","1860_Thompson_TheDoomedChief","m","non",1860,"vic",0.159793814,0.402061856,0.422680412,0.015463918,0.104,0.0842,0.02955665,0.625,0.113300493,0.068965517,0.477832512,8.645928922,2.819766864,0.84566658,0.76054669,0.213084343,1.850897238,0,0,0.073891626,0.009852217,0.009852217,0.024630542,2.003952569,2,342.9406314,0.676411502,-0.05464335,0.103448276,0.094052217,8.54629978206935
"","Abel","M","m_M","All","Male_Male","Chadwyck_1861_Curtis_TrumpsANovel","1861_Curtis_TrumpsANovel","m","non",1861,"vic",0.152230971,0.587051619,0.17847769,0.08223972,0.1175,0.06,0.062394604,0.5,0.064924115,0.074198988,0.537942664,9.992607293,10.8466823,0.810360589,0.78471805,0.837309051,0.919695541,0.024451939,0.010118044,0.055649241,0.011804385,0.08010118,0.005059022,1.699519231,4,1472.323647,0.69416485,0.002394604,-0.015177065,0.14010118,0.749052635679025
"","Joe","F","m_F","All","Mixed","Chadwyck_1861_Dickens_GreatExpectationsBy","1861_Dickens_GreatExpectationsBy","m","can",1861,"vic",0.089440994,0.592546584,0.203726708,0.114285714,0.0741,0.0482,0.004756243,0.875,0.170035672,0.051129608,0.586206897,16.63297239,3.232362345,0.860787478,0.834238989,0.887283921,1.332130552,0.039239001,0.008323425,0.057074911,0.005945303,0.05469679,0.014268728,1.112268519,6,521.1864177,0.542337584,-0.043443757,0.115338882,0.10289679,0.881221731659207
"","Silas","M","f_M","All","Mixed","Chadwyck_1861_Eliot_SilasMarnerthe","1861_Eliot_SilasMarnerthe","f","can",1861,"vic",0.036644951,0.513029316,0.084690554,0.365635179,0.0812,0.0712,0.004702194,0.125,0.05877743,0.018025078,0.605015674,10.4269674,3.848161843,0.780645925,0.875575958,0.798297548,1.02714417,0.073667712,0.002351097,0.057210031,0.007053292,0.051724138,0.007836991,2.069651741,3,1759.109169,1.409542603,-0.066497806,0.007053292,0.122924138,1.37653333149796
"","Elsie","F","f_F","Female_Female","Female_Female","Chadwyck_1861_Holmes_ElsieVennerA","1861_Holmes_ElsieVennerA","f","non",1861,"vic",0.172205438,0.471299094,0.214501511,0.141993958,0.1487,0.0408,0.063768116,0.125,0.020289855,0.101449275,0.501449275,5.751385668,5.963163474,0.760827226,0.551069922,0.617912402,1.140679041,0.008695652,0,0.04057971,0.014492754,0.043478261,0,1.775353017,2,988.1677099,0.714510275,0.022968116,-0.023188406,0.084278261,0.9383999971848
"","Evan","M","m_M","All","Male_Male","Chadwyck_1861_Meredith_EvanHarringtonBy","1861_Meredith_EvanHarringtonBy","m","non",1861,"vic",0.057955743,0.551457675,0.146469968,0.244116614,0.1211,0.0777,0.006436314,0.25,0.059281843,0.018292683,0.58299458,16.27266227,5.433459465,0.827649873,0.953151114,0.751596955,1.15136273,0.053861789,0.011856369,0.053184282,0.005420054,0.054539295,0.008468835,2.519019442,2,1641.638112,0.550885273,-0.071263686,0.004742548,0.132239295,1.42466087982985
"","Gerard","M","m_M","All","Male_Male","Chadwyck_1861_Reade_TheCloisterand","1861_Reade_TheCloisterand","m","non",1861,"vic",0.094763092,0.550013854,0.165973954,0.1892491,0.1232,0.0534,0.020577231,0.875,0.042757884,0.047033672,0.563335115,10.68633051,6.803505399,0.899840909,0.887799669,0.723707615,1.084795192,0.060128274,0.008551577,0.065740246,0.018439337,0.059059327,0.006146446,2.793409379,3,1565.024125,0.355041771,-0.032822769,-0.016301443,0.112459327,0.904175558925688
"","Lady Lufton","F","m_F","All","Mixed","Chadwyck_1861_Trollope_FramleyPassonageBy","1861_Trollope_FramleyPassonageBy","m","can",1861,"vic",0.070381232,0.534897361,0.095601173,0.299120235,0.127,0.0863,0.009803922,0,0.066993464,0.023965142,0.52124183,11.30133163,6.925588289,0.830317801,0.834120294,0.798338193,1.271659202,0.032135076,0.002723312,0.02124183,0.004901961,0.035947712,0.009259259,1.183364839,5,904.0668567,0.481398752,-0.076496078,0.031045752,0.122247712,2.40070911884462
"","Densdeth","M","m_M","All","Male_Male","Chadwyck_1861_Winthrop_CecilDreeme1861","1861_Winthrop_CecilDreeme1861","m","non",1861,"vic",0.105263158,0.519524618,0.113752122,0.261460102,0.1021,0.0741,0.013245033,0.125,0.051324503,0.029801325,0.536423841,7.551616507,3.075564068,0.887475301,0.802621257,0.67805207,1.04517166,0.029801325,0.004966887,0.034768212,0.008278146,0.048013245,0.009933775,1.463894967,3,956.8625207,1.430287774,-0.060854967,0.003311258,0.122113245,1.5433241389954
"","Mr. Carlyle","M","f_M","All","Mixed","Chadwyck_1861_Wood_EastLynneBy","1861_Wood_EastLynneBy","f","non",1861,"vic",0.047865014,0.643595041,0.113980716,0.194559229,0.0864,0.0718,0.022029373,0.125,0.041722296,0.01435247,0.547396529,6.503151641,4.566315232,0.880422724,0.848296684,0.756887848,1.491899643,0.057076102,0.003004005,0.068758345,0.005006676,0.072763685,0.005340454,1.518039216,3,1549.478437,0.400278594,-0.049770627,-0.031041389,0.144563685,0.986755962125887
"","Robert","M","f_M","All","Mixed","Chadwyck_1862_Braddon_LadyAudleySecret","1862_Braddon_LadyAudleySecret","f","non",1862,"vic",0.045428407,0.640598045,0.127659575,0.186313974,0.0625,0.0989,0.024130191,0.875,0.077441077,0.019079686,0.565656566,12.81337812,5.621378069,0.857710865,0.887617615,0.612993079,1.160073296,0.042648709,0.00617284,0.055555556,0.003367003,0.060606061,0.005050505,2.32773781,2,1899.394698,0.652264663,-0.074769809,0.016835016,0.159506061,1.63184998939297
"","Magdalen","F","m_F","All","Mixed","Chadwyck_1862_Collins_NoNameBy","1862_Collins_NoNameBy","m","can",1862,"vic",0.030726257,0.548044693,0.112849162,0.308379888,0.0935,0.0706,0.003284971,0,0.049822064,0.010949904,0.621954558,11.24327997,5.07808951,0.913055919,0.889080074,0.809296375,1.197868905,0.058034492,0.012866137,0.064330687,0.005474952,0.062414454,0.00684369,1.812468063,3,1353.579143,0.381612389,-0.067315029,-0.01259239,0.133014454,1.13114824332197
"","Jasper","M","m_M","All","Male_Male","Chadwyck_1862_Sala_TheSevenSons","1862_Sala_TheSevenSons","m","non",1862,"vic",0.127591707,0.489633174,0.090909091,0.291866029,0.115,0.0428,0.015151515,0.625,0.009090909,0.043939394,0.448484849,6.821100477,6.927738732,0.831407849,0.591790952,0.370008201,0.809561024,0.025757576,0.009090909,0.066666667,0.007575758,0.025757576,0.016666667,1.112923463,2,509.8111342,0.574758889,-0.027648485,-0.016666667,0.068557576,1.6616470431845
"","Veronica","F","f_F","Female_Female","Female_Female","Chadwyck_1862_Stoddard_TheMorgesons1862","1862_Stoddard_TheMorgesons1862","f","non",1862,"vic",0.064272212,0.621928166,0.124763705,0.189035917,0.0783,0.0346,0.014571949,0.625,0.078324226,0.025500911,0.568306011,8.775689859,4.550200847,0.78526852,0.856976628,0.772480094,1.374507049,0.04007286,0.007285975,0.081967213,0.007285975,0.083788707,0.005464481,1.376453488,2,673.5259278,0.978962104,-0.020028051,-0.005464481,0.118388707,0.412943476977154
"","Agnes","F","f_F","Female_Female","Female_Female","Chadwyck_1862_Stowe_AgnesofSorrento","1862_Stowe_AgnesofSorrento","f","can",1862,"vic",0.077887789,0.454125413,0.125412541,0.342574257,0.0966,0.0825,0.00322165,0.5,0.101159794,0.038015464,0.597938144,16.72957491,4.72464106,0.822369563,0.874665123,0.851172986,1.212937278,0.090850516,0.006443299,0.045103093,0.018041237,0.048324742,0.010953608,3.563218391,2,1400.902,0.903807742,-0.07927835,0.052835052,0.130824742,1.70720000946927
"","Sally","F","f_F","Female_Female","Female_Female","Chadwyck_1862_Stowe_ThePearlof","1862_Stowe_ThePearlof","f","can",1862,"vic",0.11682243,0.575700935,0.145794393,0.161682243,0.0966,0.0939,0.005385996,0.375,0.143626571,0.073608618,0.640933573,15.32681222,8.555639355,0.786122239,0.837037759,0.890961279,1.194935617,0.038599641,0.003590664,0.051166966,0.056552962,0.062836625,0.007181329,1.010915197,3,888.2935037,0.797390937,-0.088514004,0.080789946,0.156736625,1.49435142323446
"","Philip","F","m_F","All","Mixed","Chadwyck_1862_Thackeray_TheAdventuresof","1862_Thackeray_TheAdventuresof","m","can",1862,"vic",0.135026199,0.51350262,0.109633212,0.241837969,0.1494,0.0526,0.006153846,0.5,0.048461539,0.076153846,0.518076923,12.30995114,7.430367723,0.77127456,0.872826073,0.651846317,1.004072082,0.026538462,0.005384615,0.040769231,0.007307692,0.033461539,0.010384615,3.299485861,2,1046.098424,0.40751789,-0.046446154,0.015,0.086061539,1.57195399769269
"","Lucy","F","m_F","All","Mixed","Chadwyck_1862_Winthrop_EdwinBrothertoft1862","1862_Winthrop_EdwinBrothertoft1862","m","non",1862,"vic",0.054794521,0.598173516,0.093607306,0.253424658,0.0889,0.1044,0,0.75,0.087640449,0.026966292,0.608988764,9.114206983,6.926864696,0.766762719,0.777600007,0.449605253,1.459293818,0.065168539,0.015730337,0.053932584,0.006741573,0.069662921,0.008988764,1.505938242,2,595.3391029,1.414107133,-0.1044,0.017977528,0.174062921,1.49864516878355
"","Brent","M","m_M","All","Male_Male","Chadwyck_1862_Winthrop_JohnBrent1862","1862_Winthrop_JohnBrent1862","m","non",1862,"vic",0.123239437,0.559859155,0.190140845,0.126760563,0.1318,0.0338,0.003378378,0.125,0.162162162,0.047297297,0.608108108,12.92215605,3.883798106,0.797490338,0.805241925,0.431088233,1.498732542,0.037162162,0,0.064189189,0.006756757,0.043918919,0.013513514,1.361502347,2,388.4483498,1.339477068,-0.030421622,0.118243243,0.077718919,0.7695999985792
"","Romola","F","f_F","Female_Female","Female_Female","Chadwyck_1863_Eliot_RomolaByGeorge","1863_Eliot_RomolaByGeorge","f","can",1863,"vic",0.051189037,0.578798871,0.094316808,0.275695284,0.103,0.1007,0.010823348,0.375,0.064940085,0.017781214,0.601082335,13.92195169,7.414025088,0.838468937,0.910940983,0.822994789,1.035978956,0.054889834,0.01236954,0.055276382,0.008504059,0.054503286,0.008504059,1.226046148,2,1129.411973,0.441694162,-0.089876652,0.010436799,0.155203286,1.8475950239037
"","Sylvia","F","f_F","Female_Female","Female_Female","Chadwyck_1863_Gaskell_SylviaLoversBy","1863_Gaskell_SylviaLoversBy","f","non",1863,"vic",0.051028587,0.578947368,0.095110874,0.274913171,0.0933,0.0887,0.005619413,0.25,0.041634738,0.01890166,0.566794381,9.287436524,6.919775519,0.856406154,0.893575342,0.789155988,1.08202938,0.050830141,0.006385696,0.069476373,0.005619413,0.065900383,0.008173691,1.206578947,2,1998.779692,0.525994656,-0.083080587,-0.024265645,0.154600383,1.34597093312796
"","Marian","F","f_F","Female_Female","Female_Female","Chadwyck_1863_Holmes_MarianGreyor","1863_Holmes_MarianGreyor","f","non",1863,"vic",0.06295878,0.550254094,0.119141728,0.267645398,0.1302,0.1176,0.009368308,0.125,0.035599572,0.026498929,0.564507495,7.060009659,5.420578193,0.862450403,0.864318075,0.767054882,1.18714806,0.079764454,0.006691649,0.059154176,0.005353319,0.050588865,0.006423983,1.276112026,2,3061.805303,0.790551331,-0.108231692,-0.014989293,0.168188865,2.32462222665007
"","Vincent","M","f_M","All","Mixed","Chadwyck_1863_Oliphant_SalemChapelChronicles","1863_Oliphant_SalemChapelChronicles","f","non",1863,"vic",0.048350212,0.550800392,0.092453447,0.308395949,0.0818,0.0718,0.004424779,0.875,0.051201011,0.020859671,0.603982301,9.777534989,6.077820013,0.817219316,0.886142816,0.57316967,1.186935488,0.071744627,0.006953224,0.075537295,0.005689001,0.064475348,0.006005057,2.827205882,3,1877.521623,0.610377641,-0.067375221,-0.013274337,0.136275348,1.11360391571675
"","Alfred","M","m_M","All","Male_Male","Chadwyck_1863_Reade_HardCashA","1863_Reade_HardCashA","m","non",1863,"vic",0.082519001,0.585595367,0.142598625,0.189287007,0.1117,0.0623,0.032947774,0.125,0.062390466,0.040308447,0.553101998,14.95170481,9.426990342,0.879744119,0.912154622,0.873677284,1.084671476,0.047318612,0.006309148,0.062740974,0.006659657,0.054679285,0.010164739,2.228238866,4,1673.756277,0.380139968,-0.029352226,0.007711181,0.116979285,1.13937115307927
"","Woodbury","M","m_M","All","Male_Male","Chadwyck_1863_Taylor_HannahThurstonA","1863_Taylor_HannahThurstonA","m","non",1863,"vic",0.03875969,0.579328165,0.093540052,0.288372093,0.0941,0.121,0.0035,0.125,0.0555,0.014,0.605,11.61663647,5.044494385,0.940259723,0.892859734,0.574234968,1.198828355,0.056,0.006,0.0425,0.0035,0.0435,0.015,1.348101266,2,1271.726151,0.663393923,-0.1175,0.012,0.1645,2.7816091954023
"","Wade","M","m_M","All","Male_Male","Chadwyck_1863_Winthrop_Lifeinthe","1863_Winthrop_Lifeinthe","m","non",1863,"vic",0.049019608,0.556372549,0.117647059,0.276960784,0.0757,0.0827,0.009546539,0,0.057279236,0.009546539,0.570405728,7.848682538,3.882656464,0.747958814,0.821758273,0.374835543,1.106799501,0.057279236,0.011933174,0.085918854,0.007159905,0.033412888,0.007159905,2.456790124,2,471.6142717,1.184960482,-0.073153461,0.023866348,0.116112888,2.47509284441381
