"","word","half2","half1","fish.odds","fish.p","diff"
"dessus","dessus",11,2,5.43286326629111,0.0224723388034286,9
"fuite","fuite",13,4,3.21074192576214,0.0490674492425406,9
"trouver","trouver",13,4,3.21074192576214,0.0490674492425406,9
"champ","champ",10,2,4.93866670905201,0.0385895696918223,8
"pierres","pierres",10,2,4.93866670905201,0.0385895696918223,8
"maîtres","maîtres",2,9,0.219355898874112,0.0373940551882412,-7
"possède","possède",2,9,0.219355898874112,0.0373940551882412,-7
"simplement","simplement",2,9,0.219355898874112,0.0373940551882412,-7
"déjeuner","déjeuner",3,11,0.26920344219765,0.0340441309010653,-8
"dîner","dîner",2,10,0.197407293056595,0.0216526231173162,-8
"facilement","facilement",3,11,0.26920344219765,0.0340441309010653,-8
"faisant","faisant",4,12,0.328977293808877,0.0476545684860624,-8
"mystère","mystère",2,10,0.197407293056595,0.0216526231173162,-8
"navaient","navaient",4,12,0.328977293808877,0.0476545684860624,-8
"physionomie","physionomie",3,11,0.26920344219765,0.0340441309010653,-8
"poitrine","poitrine",2,10,0.197407293056595,0.0216526231173162,-8
"besoin","besoin",4,13,0.303645897183815,0.0298646164045088,-9
"faim","faim",2,11,0.179449982980967,0.0124027398509591,-9
"familles","familles",1,10,0.0987050468872069,0.00604424922273802,-9
"paraît","paraît",4,13,0.303645897183815,0.0298646164045088,-9
"partir","partir",2,11,0.179449982980967,0.0124027398509591,-9
"phrase","phrase",2,11,0.179449982980967,0.0124027398509591,-9
"tombe","tombe",3,12,0.246752958631828,0.0204897146934363,-9
"bois","bois",2,12,0.164485977178803,0.0070377982291782,-10
"compagnie","compagnie",2,12,0.164485977178803,0.0070377982291782,-10
"compagnon","compagnon",4,14,0.281994572331973,0.0184837044465627,-10
"diverses","diverses",7,17,0.406340391947609,0.0420085138731229,-10
"pont","pont",3,13,0.227757000245594,0.0121924242414362,-10
"repas","repas",1,11,0.0897420208304381,0.00323430418124358,-10
"subitement","subitement",7,17,0.406340391947609,0.0420085138731229,-10
"troupe","troupe",2,12,0.164485977178803,0.0070377982291782,-10
"vêtements","vêtements",2,12,0.164485977178803,0.0070377982291782,-10
"chasser","chasser",7,18,0.383746766032063,0.0279851735844665,-11
"groupe","groupe",4,15,0.263177566760422,0.0113119901339787,-11
"manger","manger",3,14,0.211475244009015,0.00718203255575667,-11
"salle","salle",0,11,0,0.000454578190606395,-11
"vois","vois",6,17,0.348275078696129,0.0218358310035823,-11
"faite","faite",3,15,0.197364773126783,0.00419243959733362,-12
"produire","produire",3,15,0.197364773126783,0.00419243959733362,-12
"table","table",9,21,0.422878212520397,0.0284664867430535,-12
"brave","brave",8,21,0.375874927499514,0.0154853323070225,-13
"parfaitement","parfaitement",5,18,0.274115673087174,0.00628781500320075,-13
"divers","divers",8,22,0.358770753270813,0.0102048902073969,-14
"fruits","fruits",0,14,0,0.000055693028751235,-14
"prison","prison",2,16,0.123336616663284,0.00067774104133932,-14
"science","science",2,16,0.123336616663284,0.00067774104133932,-14
"disposition","disposition",3,18,0.164441703121304,0.000796428117349745,-15
"forêt","forêt",3,18,0.164441703121304,0.000796428117349745,-15
"français","français",6,21,0.281918544591564,0.00351525217685571,-15
"sauvages","sauvages",5,20,0.246673174482971,0.00234720139637827,-15
"chose","chose",6,22,0.269087353359857,0.00217746301014961,-16
"petite","petite",5,21,0.234912446064649,0.00141696386169153,-16
"prendre","prendre",16,32,0.493275534552336,0.0205221871819643,-16
"question","question",18,34,0.522290493136863,0.0260993486104798,-16
"cinquante","cinquante",17,34,0.49324865652073,0.0168640079178194,-17
"garçon","garçon",13,30,0.427460429232295,0.00913186522677081,-17
"ordre","ordre",11,28,0.387536474109606,0.00611138730581701,-17
"plantes","plantes",4,21,0.187914965237315,0.000493947211225058,-17
"dabord","dabord",7,25,0.276234476863381,0.00123230255247118,-18
"dailleurs","dailleurs",32,50,0.63131377307352,0.0462441223807016,-18
"sommeil","sommeil",4,23,0.171554839529179,0.000164690725637631,-19
"comment","comment",24,46,0.514552857031425,0.00817091697015747,-22
"lumière","lumière",12,35,0.338104826564153,0.000665871619130635,-23
"machine","machine",1,24,0.0410900194544265,0.000000699012460017619,-23
"rien","rien",53,76,0.687705464281704,0.0421139513954025,-23
"monstre","monstre",11,39,0.278108368377602,0.0000514739206914792,-28
"répondit","répondit",94,124,0.747252196640557,0.0351496925759685,-30
"donc","donc",83,116,0.705205348659703,0.0155993694759448,-33
"très","très",67,112,0.589222311513506,0.000547265480245865,-45
"cent","cent",54,101,0.526566967195301,0.000138519572862417,-47
