a
continuait
continue
continuer
contraire
contre
convaincre
convaincu
convenable
convenu
conversation
conversations
conviction
convient
coquetterie
corde
corps
costume
côte
côté
côtés
cou
couchant
couche
couché
couchée
coucher
coude
couler
couleur
couleurs
coup
coupable
coupe
coupé
couper
coups
cour
courage
courait
courant
courir
couronne
cours
course
courses
court
courte
couru
courut
coûte
couteau
coutume
couvert
couverte
couverts
couverture
couvrait
couvrir
couvrit
craignait
craindre
crains
craint
crainte
craintes
créature
créatures
créé
creux
cri
cria
criait
criant
crie
crier
crime
cris
croient
croire
crois
croit
croix
croyais
croyait
croyant
croyez
croyezvous
cru
cruel
cruelle
cruellement
crus
crut
cuir
cuisine
cuivre
curieuse
curieux
curiosité
dabord
daccord
dadmiration
dailleurs
daimer
dair
daller
dame
dames
damour
danger
dangereuse
dangereux
dangers
dannées
dans
danse
danser
dapprendre
daprès
dargent
darriver
date
dattendre
dautant
dautre
dautres
davance
davantage
davoir
de
deau
débarrasser
debout
débris
début
déchiré
décidé
décidée
décidément
décider
déclara
découvert
découverte
découvrir
découvrit
décrire
dédain
dedans
défaut
défendre
défendu
défense
dégoût
degré
degrés
dehors
déjà
déjeuner
delà
délicat
délicate
délicatesse
délices
délicieuse
délicieux
délire
delle
dellemême
delles
demain
demanda
demandait
demandant
demande
demandé
demander
demandez
démarche
demeura
demeurait
demeure
demi
demie
demiheure
den
denfant
dentendre
dentre
dentrer
dents
départ
dépit
depuis
dernier
dernière
dernières
derniers
derrière
des
dès
descend
descendait
descendant
descendit
descendre
descendu
désert
déserte
désespéré
désespoir
désir
désirait
désire
désiré
désirs
désolé
désordre
désormais
desprit
desquels
dessein
dessous
dessus
destinée
détacher
détail
détails
détat
détourner
dêtre
détruire
deuil
deux
devaient
devais
devait
devant
devenait
devenir
devenu
devenue
devenus
devez
deviennent
devient
devine
deviné
deviner
devint
devoir
devoirs
devons
dévouement
devrait
dhabitude
dheure
dhomme
dhommes
dhonneur
dhorreur
diable
dici
didées
dieu
différence
différent
différentes
différents
difficile
difficulté
difficultés
digne
dignité
dimanche
dîner
dintérêt
dira
dirai
dirait
dire
direction
diriger
dis
disaient
disais
disait
disaitelle
disaitil
disant
discours
discussion
dise
disent
disje
disparaître
disparu
disparut
disposé
disposition
dispositions
dissimuler
distance
distinction
distingué
distinguer
distraction
distraire
distrait
dit
ditelle
dites
ditesmoi
ditesvous
ditil
divers
diverses
divine
dix
dixhuit
docteur
doeil
doigt
doigts
dois
doit
doivent
domestique
domestiques
don
donc
donna
donnaient
donnait
donnant
donne
donné
donnée
données
donnent
donner
donnera
donnerait
donnés
donnez
donnezmoi
dont
dor
dorgueil
dormait
dormi
dormir
dort
dos
doù
double
douce
doucement
douces
douceur
douleur
douleurs
douloureuse
douloureux
doutait
doute
douter
doutes
douvrir
doux
douze
drap
droit
droite
droits
drôle
du
dû
dun
dune
duquel
dur
dura
durant
dure
durée
durer
dut
dy
eau
eaux
échange
échappé
échapper
éclair
éclairé
éclairée
éclat
éclata
éclatant
éclatante
éclater
éclats
écoutait
écoutant
écoute
écouté
écouter
écoutez
écrire
écrit
écrite
écrivit
éducation
effet
effets
effort
efforts
effrayé
effroi
égal
égale
également
égard
église
eh
élégante
élevé
élève
élevée
élever
elle
ellemême
elles
éloigné
embarras
embarrassé
embrasser
émotion
émotions
empêcher
empire
employé
emporté
emporter
ému
émue
en
enchanté
encore
endormi
endroit
endroits
énergie
enfance
enfant
enfants
enfin
engagé
enlevé
enlever
ennemi
ennemis
ennui
énorme
énormes
ensemble
ensuite
entend
entendait
entendant
entendit
entendre
entendu
entendue
enthousiasme
entier
entière
entièrement
entouré
entourée
entra
entraîné
entrait
entrant
entre
entré
entrée
entrer
enveloppe
enveloppé
envers
envie
environ
environs
envoie
envoyé
envoyer
épais
épaisse
épaule
épaules
époque
épouse
épouser
époux
éprouvait
éprouvé
éprouver
épuisé
erreur
es
escalier
espèce
espérance
espérances
espérer
espoir
esprit
esprits
essaya
essayé
essayer
est
estce
estelle
estil
estime
estu
et
établi
établir
étage
étaient
étais
était
étant
état
etc
été
éteint
étendu
étendue
éternel
éternelle
êtes
êtesvous
étiez
étions
étoiles
étonné
étonnée
étonnement
étrange
étranger
étrangère
étrangers
étranges
être
êtres
étroit
étroite
études
eu
eue
eurent
eussent
eut
eût
eux
euxmêmes
événement
événements
éviter
exactement
excellent
excellente
excepté
excès
excuse
exemple
existe
existence
expérience
explication
explications
expliquer
exprès
expression
exprimer
extraordinaire
extrême
face
fâché
facile
facilement
facilité
façon
faible
faibles
faiblesse
faim
faire
fais
faisaient
faisais
faisait
faisant
faisons
fait
faite
faites
faits
fallait
fallu
fallut
fameux
famille
familles
fantaisie
fantômes
farouche
fasse
fatal
fatale
fatigue
fatigué
faudra
faudrait
fausse
faut
faute
fautes
fauteuil
fautil
faux
faveur
favorable
félicité
femme
femmes
fenêtre
fenêtres
fer
fera
ferai
ferais
ferait
ferez
ferma
fermait
ferme
fermé
fermée
fermer
fermés
féroce
fête
fêtes
feu
feuille
feuilles
feux
fidèle
fidèles
fier
fière
fierté
fièvre
figure
figures
fil
fille
filles
fils
fin
fine
finesse
fini
finie
finir
finissait
finit
fins
firent
fit
fît
fixe
fixé
fixer
fixés
flamme
flammes
fleur
fleurs
flots
foi
fois
folie
folle
folles
fond
fondre
fonds
font
fontaine
force
forcé
forcée
forcer
forces
forêt
formaient
forme
formé
former
formes
fort
forte
fortement
fortes
forts
fortune
fou
foudre
fouet
foule
fraîche
fraîches
fraîcheur
frais
français
française
france
franchement
franchir
franchise
francs
frappa
frappait
frappant
frappe
frappé
frapper
frère
frères
frisson
froid
froide
froidement
froides
froideur
front
fruit
fruits
fuir
fuite
fumée
funèbre
furent
fureur
furieux
fus
fussent
fut
fût
gagné
gagner
gai
gaieté
garçon
garçons
garda
gardait
garde
gardé
garder
gauche
gêne
général
générale
généreux
générosité
génie
genou
genoux
genre
gens
geste
gestes
glace
glacé
glacée
glissa
glisser
gloire
gorge
goût
goûter
goûts
goutte
gouttes
gouvernement
grâce
grâces
grand
grande
grandes
grandeur
grands
grave
gravement
graves
gravité
gré
grille
gris
grise
gros
grosse
grosses
groupe
groupes
guère
guérir
guerre
habile
habit
habitants
habits
habitude
habitudes
haine
haleine
hasard
hâte
haut
haute
hautes
hauteur
hauts
hélas
héros
heure
heures
heureuse
heureusement
heureuses
heureux
hier
histoire
histoires
hiver
homme
hommes
honnête
honnêtes
honneur
honneurs
honte
honteuse
honteux
horreur
horrible
hors
hôtel
huit
humain
humaine
humaines
humains
humble
humeur
humide
humides
i
ici
idée
idées
ii
iii
il
illusion
illusions
ils
image
images
imagination
imbécile
immédiatement
immense
immobile
immobiles
impatience
importance
important
impossible
impression
impressions
incapable
inconnu
inconnue
inconnus
indifférence
indifférent
indigne
innocent
innocente
inquiet
inquiète
inquiétude
insensible
inspiré
instant
instants
instinct
insupportable
intelligence
intention
intentions
intérêt
intérêts
intérieur
intérieure
interrompit
interrompu
intime
inutile
inutiles
invisible
ira
irait
irrésistible
iv
ivre
ix
jadis
jai
jaie
jaime
jallais
jalousie
jaloux
jamais
jambe
jambes
jardin
jardins
jaune
jaurai
jaurais
javais
je
jen
jentends
jespère
jeta
jétais
jetait
jetant
jeté
jetée
jeter
jette
jeu
jeune
jeunes
jeunesse
jeux
jirai
joie
joies
joindre
joli
jolie
jolies
jolis
jouait
jouant
joue
joué
jouer
joues
jouir
jour
jourlà
journal
journaux
journée
journées
jours
joyeux
juge
jugé
jugement
juger
jure
juré
jusquà
jusqualors
jusquau
jusquaux
jusque
jusquelà
jusquici
juste
justement
justice
jy
l
la
là
làbas
labri
labsence
lâche
laction
làdessus
ladmiration
ladresse
laffaire
lâge
làhaut
lai
laide
laime
laimer
lair
laise
laissa
laissaient
laissait
laissant
laisse
laissé
laissée
laissent
laisser
laissez
laissezmoi
lait
lâme
lami
lamitié
lamour
lampe
lancé
lancien
langage
langue
lannée
lappartement
laprèsmidi
laquelle
large
largent
larges
larme
larmes
larrivée
lart
las
laspect
lattendait
lattention
laurait
lauteur
lautorité
lautre
lavaient
lavais
lavait
lavenir
lavez
lavoir
le
leau
léclat
lécole
leçon
leçons
lecture
léducation
leffet
léger
légère
légèrement
légers
léglise
lémotion
lempire
len
lendemain
lendroit
lenfant
lennemi
lennui
lente
lentement
lentendre
lenteur
lentrée
lenvie
lépaule
lépoque
lequel
les
lescalier
lespace
lespèce
lespérance
lespoir
lesprit
lesquelles
lesquels
lest
létait
létat
lété
lêtre
lettre
lettres
létude
leur
leurs
leût
leva
levait
levant
levé
lève
levée
lever
lèvres
lexemple
lexistence
lexpérience
lexpression
lextrémité
lhabitude
lherbe
lheure
lhistoire
lhiver
lhomme
lhonneur
lhorizon
lhorreur
lhôtel
lhumanité
liberté
libre
librement
libres
lidée
lien
liens
lieu
lieues
lieux
ligne
lignes
limage
limagination
limmense
limpression
linfluence
linge
linquiétude
linstant
lintelligence
lintention
lintérêt
lintérieur
lire
lis
lisait
lisant
lit
livre
livré
livrée
livrer
livres
lobjet
lobscurité
loccasion
lodeur
loeil
loge
logis
loi
loin
lointain
lois
loisir
lombre
lon
long
longs
longtemps
longue
longuement
longues
longueur
lont
lopinion
lor
lorage
lordinaire
lordre
loreille
lorgueil
lors
lorsque
lorsquelle
lorsquil
lorsquon
loubli
louis
lourd
lourde
louvrage
lu
lueur
lui
luimême
lumière
lumières
lun
lune
lunique
lunivers
lusage
lut
lutte
lutter
luxe
ly
m
ma
machinalement
machine
madame
mademoiselle
magnifique
magnifiques
mai
maigre
main
mains
maintenant
mais
maison
maisons
maître
maîtres
maîtresse
majesté
mal
malade
malades
maladie
malgré
malheur
malheureuse
malheureusement
malheureux
malheurs
manche
manches
mangé
manger
manière
manières
manquait
manque
manqué
manquer
manteau
marbre
marcha
marchait
marchand
marchands
marchant
marche
marché
marcher
marches
mari
mariage
marie
marié
mariée
marier
marque
marqué
mas
masque
masse
matière
matin
matinée
mauvais
mauvaise
mauvaises
maux
mavait
mavez
mavoir
me
méchant
méchante
médecin
médiocre
meilleur
meilleure
meilleures
meilleurs
mélancolie
mélancolique
mélange
mêlé
mêlée
mêler
membres
même
mêmes
mémoire
men
menace
menaces
ménage
menait
mène
mener
mensonge
menton
mépris
mer
merci
mère
mérite
merveille
merveilleuse
merveilleux
mes
messe
messieurs
mest
mesure
met
métais
métier
mets
mettait
mettant
mettent
mettre
meubles
meurt
midi
mien
mienne
mieux
milieu
militaire
mille
mince
mine
ministre
minuit
minute
minutes
miracle
mirent
miroir
mis
mise
misérable
misérables
misère
misères
mission
mit
mode
modèle
modeste
moeurs
moi
moimême
moindre
moindres
moins
mois
moitié
moment
moments
mon
monde
monsieur
monstre
mont
monta
montagne
montagnes
montait
montant
monte
monté
montée
monter
montra
montrait
montrant
montre
montré
montrer
moral
morale
morceau
morceaux
morne
mort
morte
mortel
morts
mot
motif
motifs
mots
mouchoir
mourant
mourir
mourut
mouvement
mouvements
moyen
moyens
muet
muette
mur
muraille
murailles
murmura
murmure
murs
musique
my
mystère
mystérieuse
mystérieux
na
nai
naime
naissance
nait
naître
naïve
nas
nature
naturel
naturelle
naturellement
naura
naurais
naurait
navaient
navais
navait
navez
navoir
navons
nayant
ne
né
néant
nécessaire
nécessaires
nécessité
née
neige
nen
nerfs
nes
nest
nestce
nestil
net
nétaient
nétais
nétait
nêtes
nêtre
nettement
neuf
neut
neût
neuve
nez
ni
nimporte
noble
nobles
noblesse
noir
noire
noires
noirs
nom
nombre
nombreuses
nombreux
nommé
nommer
noms
non
nont
nord
nos
nosait
nose
note
notes
notre
nôtre
nourrir
nourriture
nous
nouveau
nouveaux
nouvel
nouvelle
nouvelles
nu
nuage
nuages
nue
nues
nuit
nuits
nul
nulle
nus
ny
ô
obéir
objet
objets
obligé
obligée
obscur
obscure
obtenir
obtenu
occasion
occupait
occupé
occupée
occuper
odeur
oeil
oeuvre
offert
offrait
offre
offrir
offrit
oh
oiseau
oiseaux
ombre
ombres
on
oncle
ont
onze
opinion
or
ordinaire
ordinaires
ordre
ordres
oreille
oreilles
orgueil
os
osé
oser
ou
où
oublié
oubliée
oublier
oui
outre
ouvert
ouverte
ouvertes
ouverts
ouvrage
ouvrait
ouvrant
ouvre
ouvriers
ouvrir
ouvrit
page
pages
paille
pain
paisible
paix
palais
pâle
pâles
pâleur
pantalon
papier
papiers
paquet
par
paradis
paraissaient
paraissait
paraît
paraître
parc
parce
pardessus
pardon
pardonne
pardonner
pareil
pareille
pareilles
pareils
parents
parfait
parfaite
parfaitement
parfois
parfum
parfums
paris
parla
parlaient
parlait
parlant
parle
parlé
parlent
parler
parlez
parlons
parmi
parole
paroles
pars
part
partage
partager
partait
parti
particulier
particulière
particulièrement
partie
parties
partir
partis
partit
partout
paru
parurent
parut
parvenir
parvenu
parvint
pas
passa
passage
passaient
passait
passant
passe
passé
passée
passées
passent
passer
passèrent
passés
passion
passions
patience
patrie
paupières
pauvre
pauvres
pavé
payé
payer
pays
paysage
paysans
peau
peindre
peine
peines
peint
peinture
pencha
penchant
pendant
pendule
pénétré
pénétrer
pénible
pensa
pensais
pensait
pensant
pense
pensé
pensée
pensées
penser
pensez
pensezvous
pente
perd
perdait
perdit
perdre
perdu
perdue
perdus
père
pères
péril
permet
permettait
permettre
permis
permission
personnage
personnages
personne
personnel
personnes
perte
petit
petite
petites
petits
peu
peuple
peur
peut
peutêtre
peuvent
peux
philosophie
phrase
phrases
physionomie
physique
pièce
pièces
pied
pieds
pierre
pierres
pis
pitié
place
placé
placée
placer
places
placés
plafond
plaindre
plaine
plainte
plaintes
plaire
plaisait
plaisanterie
plaisanteries
plaisir
plaisirs
plaît
plan
planté
plantes
plat
plein
pleine
pleines
pleins
pleurait
pleurant
pleure
pleuré
pleurer
pleurs
plis
plomb
pluie
plume
plumes
plupart
plus
plusieurs
plutôt
poche
poches
poésie
poids
poignée
poing
poings
point
pointe
points
poitrine
police
politesse
politique
pont
port
porta
portaient
portait
portant
porte
porté
portée
portent
porter
portes
portrait
posa
pose
posé
posée
poser
position
possédait
possède
posséder
possession
possible
possibles
poste
poudre
pour
pourquoi
pourra
pourrai
pourraient
pourrais
pourrait
poursuivre
pourtant
pourvu
poussa
poussait
poussant
pousse
poussé
poussée
pousser
poussière
pouvaient
pouvais
pouvait
pouvant
pouvez
pouvoir
pouvons
pratique
précaution
précautions
précieux
précipita
précipitamment
précisément
préférence
premier
première
premières
premiers
prenaient
prenait
prenant
prend
prendre
prends
prenez
prennent
préparait
préparé
préparer
près
présence
présent
présenta
présentait
présente
présenté
présenter
presque
pressait
pressant
presse
pressé
presser
prêt
prête
prétend
prêter
prétexte
prêtre
preuve
preuves
prévenir
prévenu
prévoir
prévu
pria
prie
prié
prier
prière
prières
prince
principe
principes
printemps
prirent
pris
prise
prises
prison
prit
prix
prochain
prochaine
proche
procurer
produire
produit
profit
profiter
profond
profonde
profondément
profondes
profondeur
profonds
progrès
proie
projet
projets
promenade
promenades
promenait
promenant
promener
promesse
promesses
promets
promis
prononça
prononcé
prononcer
propos
proposition
propre
propres
protection
prouver
providence
province
prudence
prudent
pu
public
publique
pudeur
puis
puisje
puisque
puisquil
puissance
puissant
puissante
puisse
pur
pure
pureté
put
pût
qua
quà
qualité
qualités
quand
quant
quaprès
quarante
quart
quartier
quatre
quatrième
quau
quaucun
quaux
quavec
que
quel
quelconque
quelle
quelles
quelque
quelquefois
quelques
quelquesunes
quelquesuns
quelquun
quels
quen
questce
question
questions
queue
qui
quil
quils
quinze
quitta
quittait
quittant
quitte
quitté
quitter
quoi
quoique
quoiquil
quon
quun
quune
quy
race
raconta
raconte
raconter
rage
raison
raisonnable
raisons
ramener
rang
rapide
rapidement
rapides
rapidité
rappela
rappelait
rappelant
rappeler
rappelle
rapport
rapporter
rapports
rare
rarement
rares
rassurer
ravi
rayon
rayons
réalité
recevait
recevoir
recherche
récit
reçoit
recommencer
récompense
reconnaissance
reconnaissant
reconnaître
reconnu
reconnut
reçu
reçue
reculer
reçus
reçut
réduit
réelle
réellement
réfléchi
réfléchir
réflexion
réflexions
refus
refusa
refusait
refuse
refusé
refuser
regard
regarda
regardaient
regardait
regardant
regarde
regardé
regarder
regardez
regards
règle
regret
regrets
regrette
reine
rejoindre
relations
releva
relevant
relever
religieuse
religieux
religion
remarqué
remarquer
remède
remercie
remercier
remettre
remis
remise
remit
remonter
remords
remplacer
rempli
remplie
remplir
remplit
remuer
rencontra
rencontrait
rencontre
rencontré
rencontrer
rend
rendait
rendezvous
rendit
rendre
rends
rendu
rendue
rendus
renoncer
rentra
rentrait
rentrant
rentre
rentré
rentrée
rentrer
répandre
réparer
repas
répéta
répétait
répétant
répète
répéter
répond
répondait
répondit
réponditil
répondre
réponds
répondu
réponse
réponses
repos
reposer
reprenait
reprenant
reprendre
repris
reprit
repritil
reproche
reprocher
reproches
répugnance
réputation
réserve
réservé
résignation
résistance
résister
résolu
résolution
résoudre
respect
respiration
respirer
ressemblait
ressemblance
ressemble
ressource
ressources
resta
restaient
restait
reste
resté
restée
rester
restera
restes
restés
résultat
retard
retenir
retenu
retenue
retint
retira
retiré
retirer
retomba
retomber
retour
retourna
retournant
retourne
retourner
retraite
retrouve
retrouvé
retrouver
réunir
réunis
réussi
réussir
réussit
revanche
rêve
rêvé
réveil
réveilla
réveillé
réveiller
revenaient
revenait
revenant
revenir
revenu
revenue
rêver
rêverie
rêves
reviens
revient
revint
revoir
révolte
révolution
revue
riait
riant
riche
riches
richesse
rideau
rideaux
ridicule
ridicules
rien
rigueur
rire
risque
rivière
robe
robes
roi
rois
rôle
roman
rompre
rond
ronde
rose
roses
rouge
rouges
rougir
rougit
roulait
roulant
rouler
route
routes
rude
rue
rues
ruine
ruisseau
sa
sable
sac
sachant
sache
sacré
sacrifice
sacrifices
sacrifier
sadressant
sage
sages
sagesse
sagissait
sagit
saint
sainte
sais
saisi
saisir
saisit
saison
sait
salle
salon
salua
salut
sang
sangfroid
sanglots
sans
santé
saperçut
sapprocha
sarrêta
sarrêtait
sarrête
sarrêter
sasseoir
sassit
satisfaction
satisfaire
satisfait
saura
saurait
sauta
sauter
sauvage
sauvages
sauvé
sauver
savaient
savais
savait
savança
savant
savent
savez
savezvous
savoir
savons
scandale
scène
scènes
science
se
sec
sèche
second
seconde
secondes
secours
secousse
secret
secrète
secrets
sécria
sécriatil
sécurité
seigneur
sein
seize
séjour
sélevait
séloigna
séloigner
selon
semaine
semaines
sembla
semblable
semblables
semblaient
semblait
semblant
semble
semblent
sempêcher
sen
sens
sensation
sensibilité
sensible
sent
sentait
sentant
senti
sentiment
sentiments
sentir
sentit
séparation
sépare
séparé
séparer
sept
sera
serai
seraient
serais
serait
seras
sérénité
serez
sérieuse
sérieusement
sérieux
seriez
serment
serons
seront
serra
serrait
serrant
serre
serré
serrer
sert
servait
servante
servi
service
services
servir
ses
sest
sétaient
sétait
sétant
sêtre
seuil
seul
seule
seulement
seules
seuls
sévère
sexe
si
siècle
siècles
siège
sien
sienne
siennes
siens
signal
signe
signes
sil
silence
silencieuse
silencieux
sils
simple
simplement
simples
simplicité
sincère
singulier
singulière
singulièrement
sinistre
sinon
situation
six
soccuper
société
soeur
soeurs
soi
soie
soient
soif
soigneusement
soimême
soin
soins
soir
soirée
soirées
soirlà
soirs
sois
soit
soixante
sol
soldat
soldats
soleil
solide
solitaire
solitude
sombre
sombres
somme
sommeil
sommes
sommet
son
songe
songé
songeait
songeant
songer
songez
sonna
sonner
sons
sont
sort
sortaient
sortait
sortant
sorte
sortes
sorti
sortie
sortir
sortirent
sortis
sortit
sottise
soudain
souffert
souffle
souffrait
souffrance
souffrances
souffre
souffrir
souleva
soulever
souliers
soumis
soupçon
soupçonner
soupçons
souper
soupir
soupirs
souple
source
sourcils
sourd
sourde
souriait
souriant
sourire
sourit
sous
soutenir
souvenir
souvenirs
souvent
souviens
souvrait
souvrit
soyez
soyons
spectacle
statue
stupide
style
su
subir
subite
subitement
sublime
succès
successivement
sueur
suffi
suffisait
suffit
suis
suisje
suit
suite
suivaient
suivait
suivant
suivante
suivi
suivie
suivis
suivit
suivre
sujet
sujets
superbe
supérieur
supérieure
supériorité
supplice
supporter
suprême
sur
sûr
sûre
sûrement
sûreté
surface
surprendre
surpris
surprise
surtout
sut
sy
sympathie
système
ta
table
tableau
tableaux
tables
tache
tâche
tai
taille
taime
taire
talent
tandis
tant
tante
tantôt
tapis
tard
tas
tasse
te
teint
tel
telle
tellement
telles
tels
témoin
témoins
tempête
temple
temps
tempslà
ten
tenaient
tenait
tenant
tendant
tendit
tendre
tendrement
tendres
tendresse
tendu
ténèbres
tenez
tenir
tenté
tenter
tenu
tenue
terme
termes
terminé
terminer
terrain
terre
terres
terreur
terrible
terribles
tes
tête
têtes
théâtre
tiennent
tiens
tient
timide
tint
tira
tirait
tirant
tire
tiré
tirer
titre
toi
toile
toilette
toimême
toit
toits
tomba
tombaient
tombait
tombant
tombe
tombé
tombeau
tombée
tomber
ton
tonnerre
torrent
tort
tôt
touchait
touchant
touche
touché
toucher
toujours
tour
tourna
tournait
tournant
tourne
tourné
tourner
tours
tous
tout
toute
toutefois
toutes
trace
traces
trahir
train
traînant
traîner
trait
traité
traiter
traits
tranquille
tranquillement
tranquilles
tranquillité
transport
travail
travaillait
travaille
travailler
travaux
travers
traversa
traversant
traverse
traversé
traverser
tremblait
tremblant
tremblante
tremblement
trembler
trente
très
trésor
triomphe
triste
tristement
tristes
tristesse
trois
troisième
trompe
trompé
tromper
trop
trou
trouble
troublé
troublée
troubler
troupe
trouva
trouvaient
trouvait
trouvant
trouve
trouvé
trouvée
trouvent
trouver
trouvèrent
trouverez
tu
tue
tué
tuer
tumulte
tut
un
une
unes
unique
uniquement
uns
usage
utile
v
va
vague
vagues
vain
vaincre
vaincu
vainement
vais
valait
valet
valeur
vanité
vapeur
vas
vase
vaste
vastes
vaut
vécu
veille
veiller
veines
velours
venaient
venait
venant
vendre
venez
vengeance
venger
venir
vent
ventre
venu
venue
venues
venus
verdure
véritable
véritablement
vérité
verra
verrai
verre
verres
verrez
verrons
vers
verser
vert
verte
vertes
vertu
vertus
vêtement
vêtements
vêtu
vêtue
veulent
veut
veuve
veux
veuxtu
vi
vice
vices
victime
victimes
victoire
vide
vides
vie
vieil
vieillard
vieillards
vieille
vieilles
viendra
viendrait
vienne
viennent
viens
vient
vierge
vieux
vif
vifs
vii
viii
village
ville
villes
vin
vingt
vingtcinq
vingtquatre
vinrent
vins
vint
vînt
violemment
violence
violent
violente
vis
visage
visages
visàvis
visible
vision
visite
visiter
visites
vit
vite
vitres
vivacité
vivait
vivant
vivante
vive
vivement
vivent
vives
vivre
voeux
voici
voie
voilà
voile
voir
vois
voisin
voisinage
voisine
voisins
voistu
voit
voiture
voitures
voix
vol
voler
volonté
volontés
volontiers
vont
vos
votre
vôtre
voudra
voudrais
voudrait
voudrez
voulaient
voulais
voulait
voulant
voulez
voulezvous
vouloir
voulu
voulut
vous
vousmême
voyage
voyages
voyageurs
voyaient
voyais
voyait
voyant
voyez
voyezvous
voyons
vrai
vraie
vraiment
vrais
vu
vue
vues
vulgaire
vus
x
xii
xiv
xv
y
yeux
zèle
