"source","target","weight","type"
"see","antitranshumanist",1,"undirected"
"see","seastead",1,"undirected"
"see","burton",11,"undirected"
"feel","burton",1,"undirected"
"think","burton",4,"undirected"
"look","burton",12,"undirected"
"see","naiveti",1,"undirected"
"see","cellreinvigor",1,"undirected"
"see","transhumania",1,"undirected"
"think","transhumania",1,"undirected"
"look","transhumania",2,"undirected"
"see","infring",1,"undirected"
"see","nfsa",1,"undirected"
"think","nfsa",1,"undirected"
"feel","borneo",1,"undirected"
"feel","papua",1,"undirected"
"feel","poacher",2,"undirected"
"look","poacher",1,"undirected"
"feel","wildlif",1,"undirected"
"look","wildlif",1,"undirected"
"feel","blockbust",1,"undirected"
"feel","legisl",1,"undirected"
"feel","broach",1,"undirected"
"mind","broach",1,"undirected"
"feel","farfetch",1,"undirected"
"think","peasant",1,"undirected"
"think","rager",1,"undirected"
"think","brusqu",1,"undirected"
"feel","readjust",1,"undirected"
"think","readjust",1,"undirected"
"think","nineteenhour",1,"undirected"
"think","workday",1,"undirected"
"think","oaxaca",1,"undirected"
"think","desalin",1,"undirected"
"think","mileston",1,"undirected"
"see","chancellor",1,"undirected"
"think","chancellor",3,"undirected"
"look","chancellor",1,"undirected"
"think","swedish",2,"undirected"
"look","swedish",2,"undirected"
"think","overrul",1,"undirected"
"think","landmin",2,"undirected"
"look","landmin",1,"undirected"
"think","witti",2,"undirected"
"look","witti",1,"undirected"
"think","est",1,"undirected"
"think","daydreamt",1,"undirected"
"think","intrepid",1,"undirected"
"think","philosopherexplor",1,"undirected"
"think","transhumanist",1,"undirected"
"think","megayacht",1,"undirected"
"think","mire",2,"undirected"
"think","fifteenfoot",1,"undirected"
"think","masoch",1,"undirected"
"think","whalefish",1,"undirected"
"think","conquest",2,"undirected"
"look","conquest",1,"undirected"
"think","doityourself",2,"undirected"
"look","doityourself",2,"undirected"
"think","donor",1,"undirected"
"look","donor",1,"undirected"
"think","kundara",1,"undirected"
"see","trophi",1,"undirected"
"think","trophi",1,"undirected"
"think","hippocampus",1,"undirected"
"see","reclaim",1,"undirected"
"think","reclaim",1,"undirected"
"look","reclaim",2,"undirected"
"mind","reclaim",1,"undirected"
"think","cohes",1,"undirected"
"look","buddhist",1,"undirected"
"look","panoram",2,"undirected"
"see","victoria",2,"undirected"
"look","victoria",5,"undirected"
"look","crumbledup",1,"undirected"
"look","brotherlik",1,"undirected"
"look","microchip",1,"undirected"
"look","subcutan",2,"undirected"
"look","transhumanian",1,"undirected"
"look","mbay",1,"undirected"
"look","rachael",1,"undirected"
"look","nonfunct",1,"undirected"
"look","supermachin",1,"undirected"
"look","bathtub",1,"undirected"
"see","prodigi",1,"undirected"
"think","prodigi",1,"undirected"
"look","prodigi",1,"undirected"
"mind","limelight",1,"undirected"
"mind","brainwash",1,"undirected"
"mind","pugnaci",1,"undirected"
"see","scriptur",1,"undirected"
"feel","scriptur",1,"undirected"
"think","scriptur",1,"undirected"
"look","scriptur",1,"undirected"
"mind","scriptur",2,"undirected"
"see","vaporetto",1,"undirected"
"see","bacchus",2,"undirected"
"look","bacchus",3,"undirected"
"see","balloonman",1,"undirected"
"look","balloonman",1,"undirected"
"see","leeward",1,"undirected"
"see","spyglass",4,"undirected"
"think","spyglass",1,"undirected"
"look","spyglass",5,"undirected"
"see","aphrodit",2,"undirected"
"feel","aphrodit",1,"undirected"
"look","aphrodit",10,"undirected"
"mind","aphrodit",1,"undirected"
"see","landfal",1,"undirected"
"see","byron",61,"undirected"
"feel","byron",20,"undirected"
"think","byron",21,"undirected"
"look","byron",116,"undirected"
"mind","byron",11,"undirected"
"see","trelawni",2,"undirected"
"look","trelawni",2,"undirected"
"see","wro",1,"undirected"
"look","wro",1,"undirected"
"see","zurich",1,"undirected"
"look","zurich",2,"undirected"
"feel","unlac",1,"undirected"
"feel","sandalwood",1,"undirected"
"think","sandalwood",1,"undirected"
"feel","hercul",1,"undirected"
"see","beatric",3,"undirected"
"feel","beatric",1,"undirected"
"think","beatric",5,"undirected"
"mind","beatric",1,"undirected"
"think","galleyman",1,"undirected"
"think","stargaz",2,"undirected"
"look","stargaz",6,"undirected"
"mind","stargaz",1,"undirected"
"think","roni",1,"undirected"
"look","roni",1,"undirected"
"look","etienn",3,"undirected"
"mind","etienn",1,"undirected"
"see","salvator",2,"undirected"
"look","salvator",4,"undirected"
"mind","salvator",1,"undirected"
"look","colonna",4,"undirected"
"mind","colonna",1,"undirected"
"look","chais",1,"undirected"
"look","silverstreak",3,"undirected"
"look","outgrow",1,"undirected"
"look","jessup",2,"undirected"
"look","astrolab",1,"undirected"
"look","palazzo",2,"undirected"
"look","sextant",2,"undirected"
"look","dilettanti",2,"undirected"
"look","kos",5,"undirected"
"look","demetri",1,"undirected"
"think","absinth",1,"undirected"
"look","absinth",2,"undirected"
"look","elven",1,"undirected"
"look","sj",1,"undirected"
"see","astern",1,"undirected"
"look","astern",1,"undirected"
"look","knido",2,"undirected"
"look","engländer",1,"undirected"
"look","ja",1,"undirected"
"look","und",1,"undirected"
"look","lesvo",1,"undirected"
"look","ottomangreek",1,"undirected"
"look","reconfigur",1,"undirected"
"mind","reconfigur",2,"undirected"
"see","referenc",1,"undirected"
"feel","referenc",1,"undirected"
"think","referenc",1,"undirected"
"mind","referenc",1,"undirected"
"see","merendsen",12,"undirected"
"think","merendsen",2,"undirected"
"look","merendsen",3,"undirected"
"mind","merendsen",1,"undirected"
"see","promenad",2,"undirected"
"feel","promenad",1,"undirected"
"think","promenad",1,"undirected"
"look","promenad",1,"undirected"
"see","tarver",54,"undirected"
"feel","tarver",11,"undirected"
"think","tarver",32,"undirected"
"look","tarver",40,"undirected"
"mind","tarver",7,"undirected"
"see","heroism",1,"undirected"
"see","laroux",2,"undirected"
"think","laroux",1,"undirected"
"look","laroux",1,"undirected"
"see","lilac",7,"undirected"
"feel","lilac",2,"undirected"
"think","lilac",11,"undirected"
"look","lilac",3,"undirected"
"mind","lilac",1,"undirected"
"see","susurr",1,"undirected"
"see","deadwood",1,"undirected"
"see","icarus",4,"undirected"
"think","icarus",1,"undirected"
"look","icarus",3,"undirected"
"see","forebod",2,"undirected"
"feel","forebod",4,"undirected"
"think","forebod",1,"undirected"
"see","mirrormoon",1,"undirected"
"look","mirrormoon",1,"undirected"
"see","selfinvolv",1,"undirected"
"think","selfinvolv",1,"undirected"
"see","smithereen",1,"undirected"
"think","smithereen",1,"undirected"
"see","superstit",1,"undirected"
"feel","superstit",4,"undirected"
"think","superstit",1,"undirected"
"feel","threehour",1,"undirected"
"feel","exgirlfriend",1,"undirected"
"think","exgirlfriend",2,"undirected"
"feel","growli",1,"undirected"
"think","gummedup",1,"undirected"
"look","threecours",1,"undirected"
"look","uninterrupt",1,"undirected"
"look","midkiss",1,"undirected"
"mind","flippant",1,"undirected"
"see","neil",17,"undirected"
"feel","neil",9,"undirected"
"think","neil",5,"undirected"
"look","neil",11,"undirected"
"mind","neil",1,"undirected"
"see","camelot",2,"undirected"
"see","hazili",2,"undirected"
"see","voiceprint",1,"undirected"
"see","ashwan",1,"undirected"
"feel","ashwan",1,"undirected"
"mind","ashwan",2,"undirected"
"see","vik",34,"undirected"
"feel","vik",30,"undirected"
"think","vik",16,"undirected"
"look","vik",23,"undirected"
"mind","vik",6,"undirected"
"see","vikram",1,"undirected"
"feel","vikram",1,"undirected"
"mind","vikram",2,"undirected"
"see","giusepp",4,"undirected"
"see","landlock",1,"undirected"
"see","dominion",2,"undirected"
"think","dominion",3,"undirected"
"look","dominion",1,"undirected"
"mind","dominion",2,"undirected"
"see","fissionfus",1,"undirected"
"think","fissionfus",1,"undirected"
"see","mezzanin",1,"undirected"
"think","mezzanin",1,"undirected"
"see","blackburn",27,"undirected"
"feel","blackburn",16,"undirected"
"think","blackburn",13,"undirected"
"look","blackburn",9,"undirected"
"mind","blackburn",6,"undirected"
"see","exosuit",3,"undirected"
"think","exosuit",3,"undirected"
"look","exosuit",2,"undirected"
"see","steelandaluminum",1,"undirected"
"see","traine",8,"undirected"
"feel","traine",4,"undirected"
"think","traine",2,"undirected"
"look","traine",3,"undirected"
"mind","traine",1,"undirected"
"see","vengerov",7,"undirected"
"feel","vengerov",11,"undirected"
"think","vengerov",12,"undirected"
"look","vengerov",5,"undirected"
"mind","vengerov",4,"undirected"
"see","uboat",1,"undirected"
"see","swum",1,"undirected"
"see","walton",7,"undirected"
"feel","walton",3,"undirected"
"think","walton",3,"undirected"
"look","walton",2,"undirected"
"see","zorten",1,"undirected"
"look","zorten",1,"undirected"
"see","covner",3,"undirected"
"see","camco",6,"undirected"
"think","camco",1,"undirected"
"look","camco",1,"undirected"
"see","hahahaha",1,"undirected"
"think","hahahaha",3,"undirected"
"look","hahahaha",1,"undirected"
"see","decagon",1,"undirected"
"think","decagon",2,"undirected"
"see","sigurdur",3,"undirected"
"think","sigurdur",1,"undirected"
"see","vitol",3,"undirected"
"think","vitol",1,"undirected"
"see","hark",1,"undirected"
"see","wyndham",1,"undirected"
"see","barf",2,"undirected"
"look","barf",1,"undirected"
"see","curvatur",2,"undirected"
"see","skyboard",2,"undirected"
"feel","skyboard",1,"undirected"
"think","skyboard",2,"undirected"
"look","skyboard",1,"undirected"
"see","flyalong",1,"undirected"
"think","flyalong",1,"undirected"
"see","russochines",2,"undirected"
"think","russochines",1,"undirected"
"see","indoamerican",2,"undirected"
"see","census",4,"undirected"
"feel","census",4,"undirected"
"think","census",4,"undirected"
"look","census",4,"undirected"
"mind","census",2,"undirected"
"see","plebe",3,"undirected"
"see","globalist",1,"undirected"
"think","globalist",1,"undirected"
"see","medusa",8,"undirected"
"feel","medusa",10,"undirected"
"think","medusa",13,"undirected"
"look","medusa",7,"undirected"
"mind","medusa",4,"undirected"
"see","skirmish",1,"undirected"
"feel","skirmish",1,"undirected"
"see","sysevich",1,"undirected"
"see","ossar",1,"undirected"
"see","armada",2,"undirected"
"think","armada",1,"undirected"
"see","scrimmag",1,"undirected"
"think","scrimmag",2,"undirected"
"see","snigger",1,"undirected"
"think","snigger",1,"undirected"
"look","snigger",1,"undirected"
"see","arboretum",2,"undirected"
"look","arboretum",2,"undirected"
"see","rotunda",2,"undirected"
"look","rotunda",1,"undirected"
"see","abhalleman",1,"undirected"
"feel","abhalleman",1,"undirected"
"see","agra",1,"undirected"
"think","agra",3,"undirected"
"look","agra",1,"undirected"
"mind","agra",1,"undirected"
"see","apparatus",2,"undirected"
"feel","apparatus",1,"undirected"
"see","tidal",1,"undirected"
"see","leafi",1,"undirected"
"see","arsenal",2,"undirected"
"look","arsenal",1,"undirected"
"see","banker",4,"undirected"
"feel","banker",1,"undirected"
"think","banker",2,"undirected"
"look","banker",1,"undirected"
"mind","banker",1,"undirected"
"see","scrupl",1,"undirected"
"see","hardfac",1,"undirected"
"feel","hardfac",1,"undirected"
"see","aluminumandsteel",1,"undirected"
"see","lyla",3,"undirected"
"feel","lyla",1,"undirected"
"think","lyla",1,"undirected"
"look","lyla",1,"undirected"
"see","fifteenth",1,"undirected"
"see","macarthur",1,"undirected"
"see","planetarium",1,"undirected"
"see","fishexpress",1,"undirected"
"see","unveil",1,"undirected"
"see","sturmovik",1,"undirected"
"see","chronomet",3,"undirected"
"look","chronomet",2,"undirected"
"see","militaryindustrialmedia",1,"undirected"
"see","rewind",2,"undirected"
"see","wimp",1,"undirected"
"think","wimp",2,"undirected"
"see","katehi",1,"undirected"
"see","maki",1,"undirected"
"see","iman",1,"undirected"
"feel","iman",1,"undirected"
"look","iman",1,"undirected"
"see","schmeiser",1,"undirected"
"see","antarctica",1,"undirected"
"feel","antarctica",1,"undirected"
"look","antarctica",1,"undirected"
"see","overthetop",1,"undirected"
"see","pansi",1,"undirected"
"feel","pansi",3,"undirected"
"see","missileproof",1,"undirected"
"see","pandita",1,"undirected"
"feel","pandita",1,"undirected"
"see","rumpfa",1,"undirected"
"see","svetlana",1,"undirected"
"look","svetlana",1,"undirected"
"see","dissuad",1,"undirected"
"see","centurionclass",1,"undirected"
"see","mordr",1,"undirected"
"feel","mordr",1,"undirected"
"see","netsent",1,"undirected"
"feel","netsent",1,"undirected"
"think","netsent",1,"undirected"
"see","machiavelli",1,"undirected"
"see","photogen",1,"undirected"
"see","scythelik",1,"undirected"
"see","sucker",2,"undirected"
"feel","sucker",1,"undirected"
"think","sucker",2,"undirected"
"see","turret",1,"undirected"
"think","turret",1,"undirected"
"see","delicatehand",1,"undirected"
"see","usif",1,"undirected"
"see","wench",1,"undirected"
"see","arena",3,"undirected"
"feel","arena",1,"undirected"
"think","arena",1,"undirected"
"look","arena",1,"undirected"
"see","gainey",1,"undirected"
"think","gainey",1,"undirected"
"see","genghi",1,"undirected"
"see","hannib",1,"undirected"
"mind","hannib",1,"undirected"
"see","marrion",1,"undirected"
"see","snowden",1,"undirected"
"feel","snowden",1,"undirected"
"think","snowden",3,"undirected"
"see","vr",1,"undirected"
"feel","vr",2,"undirected"
"think","vr",1,"undirected"
"look","vr",1,"undirected"
"mind","vr",1,"undirected"
"see","placard",1,"undirected"
"see","nobridi",3,"undirected"
"think","nobridi",1,"undirected"
"see","cull",1,"undirected"
"feel","cull",1,"undirected"
"see","overlord",8,"undirected"
"feel","overlord",6,"undirected"
"think","overlord",1,"undirected"
"look","overlord",13,"undirected"
"see","fest",1,"undirected"
"feel","fest",1,"undirected"
"feel","cretin",1,"undirected"
"feel","yellowbrown",1,"undirected"
"feel","mallet",2,"undirected"
"mind","mallet",1,"undirected"
"see","siberia",1,"undirected"
"feel","siberia",1,"undirected"
"think","siberia",1,"undirected"
"feel","rootless",1,"undirected"
"feel","pagan",1,"undirected"
"feel","schmuck",1,"undirected"
"see","vindict",1,"undirected"
"feel","vindict",1,"undirected"
"think","vindict",2,"undirected"
"look","vindict",1,"undirected"
"feel","freefloat",1,"undirected"
"feel","wreak",1,"undirected"
"think","wreak",1,"undirected"
"feel","leecher",1,"undirected"
"feel","constraint",1,"undirected"
"think","constraint",1,"undirected"
"see","lea",1,"undirected"
"feel","lea",1,"undirected"
"think","lea",1,"undirected"
"feel","styron",1,"undirected"
"think","styron",1,"undirected"
"feel","dalton",2,"undirected"
"think","dalton",2,"undirected"
"look","dalton",2,"undirected"
"mind","dalton",1,"undirected"
"feel","gell",1,"undirected"
"think","gell",1,"undirected"
"look","gell",2,"undirected"
"feel","prestwick",1,"undirected"
"think","prestwick",1,"undirected"
"look","prestwick",1,"undirected"
"mind","prestwick",1,"undirected"
"feel","congressmen",1,"undirected"
"feel","defect",3,"undirected"
"feel","scumbag",2,"undirected"
"feel","roulett",1,"undirected"
"feel","deadli",1,"undirected"
"look","deadli",1,"undirected"
"see","unfeel",1,"undirected"
"feel","unfeel",2,"undirected"
"feel","entomb",1,"undirected"
"feel","detachablefing",1,"undirected"
"feel","stipend",2,"undirected"
"look","stipend",2,"undirected"
"feel","reconcili",5,"undirected"
"think","reconcili",1,"undirected"
"feel","suborbit",1,"undirected"
"feel","delilah",1,"undirected"
"look","delilah",1,"undirected"
"feel","pendul",1,"undirected"
"feel","behest",1,"undirected"
"feel","blacklist",1,"undirected"
"think","blacklist",1,"undirected"
"think","vengrrahv",1,"undirected"
"mind","vengrrahv",1,"undirected"
"think","benefici",1,"undirected"
"think","intrasolar",2,"undirected"
"think","vigilant",1,"undirected"
"think","bloomburi",2,"undirected"
"see","standstil",1,"undirected"
"think","standstil",1,"undirected"
"look","standstil",1,"undirected"
"think","anecdot",1,"undirected"
"think","fooddepriv",1,"undirected"
"think","gnome",2,"undirected"
"think","yosef",1,"undirected"
"think","netsend",7,"undirected"
"think","alec",3,"undirected"
"think","tarsus",3,"undirected"
"think","uneduc",2,"undirected"
"think","suddden",1,"undirected"
"look","suddden",1,"undirected"
"think","grous",1,"undirected"
"think","converst",1,"undirected"
"think","cantaloup",1,"undirected"
"think","majal",1,"undirected"
"think","remoteaccess",1,"undirected"
"think","dhs",1,"undirected"
"feel","psychot",1,"undirected"
"think","psychot",1,"undirected"
"think","gleefulli",1,"undirected"
"look","gleefulli",1,"undirected"
"see","fart",1,"undirected"
"think","fart",1,"undirected"
"think","noisom",1,"undirected"
"think","bering",2,"undirected"
"think","flack",1,"undirected"
"see","shipyard",2,"undirected"
"feel","shipyard",1,"undirected"
"think","shipyard",1,"undirected"
"think","marster",1,"undirected"
"think","enslow",1,"undirected"
"think","schmooz",1,"undirected"
"think","firewal",1,"undirected"
"mind","firewal",1,"undirected"
"think","smallscal",1,"undirected"
"think","threadi",1,"undirected"
"mind","threadi",1,"undirected"
"think","thoughtinterfac",1,"undirected"
"think","yaolan",2,"undirected"
"think","coalit",1,"undirected"
"look","sohappytoseeyou",1,"undirected"
"look","reprov",2,"undirected"
"look","kuiper",1,"undirected"
"look","neptun",1,"undirected"
"look","sallow",1,"undirected"
"look","treason",1,"undirected"
"look","wyat",1,"undirected"
"look","hiya",1,"undirected"
"look","unviklik",1,"undirected"
"look","fluorin",1,"undirected"
"see","giver",1,"undirected"
"look","giver",3,"undirected"
"look","temptress",1,"undirected"
"mind","tase",1,"undirected"
"mind","gamer",2,"undirected"
"see","deviat",1,"undirected"
"mind","deviat",1,"undirected"
"think","datastream",1,"undirected"
"mind","datastream",2,"undirected"
"see","seivarden",56,"undirected"
"feel","seivarden",2,"undirected"
"think","seivarden",75,"undirected"
"look","seivarden",108,"undirected"
"see","radchaai",4,"undirected"
"think","radchaai",2,"undirected"
"look","radchaai",2,"undirected"
"see","flier",1,"undirected"
"look","flier",2,"undirected"
"see","strigan",1,"undirected"
"think","strigan",1,"undirected"
"look","strigan",4,"undirected"
"see","deferenti",1,"undirected"
"see","vel",4,"undirected"
"think","vel",4,"undirected"
"see","vendaai",1,"undirected"
"think","vendaai",2,"undirected"
"see","tiktik",1,"undirected"
"see","attribut",1,"undirected"
"think","attribut",2,"undirected"
"look","attribut",1,"undirected"
"see","awer",2,"undirected"
"think","awer",2,"undirected"
"see","blindangri",2,"undirected"
"think","blindangri",1,"undirected"
"see","skaaiat",3,"undirected"
"think","skaaiat",6,"undirected"
"look","skaaiat",8,"undirected"
"see","ceit",1,"undirected"
"see","brightcolor",1,"undirected"
"look","brightcolor",1,"undirected"
"see","radch",1,"undirected"
"think","radch",6,"undirected"
"feel","unglov",1,"undirected"
"think","unglov",1,"undirected"
"think","unarmor",2,"undirected"
"look","unarmor",1,"undirected"
"think","rrrrrr",2,"undirected"
"see","anaand",1,"undirected"
"think","anaand",3,"undirected"
"think","mianaai",3,"undirected"
"think","undecid",1,"undirected"
"think","osck",3,"undirected"
"think","roseandazur",1,"undirected"
"think","breq",2,"undirected"
"look","breq",2,"undirected"
"think","rubran",1,"undirected"
"think","ime",1,"undirected"
"look","humancrew",1,"undirected"
"look","concili",2,"undirected"
"look","proprietor",1,"undirected"
"look","motherofpearl",1,"undirected"
"look","garsedd",1,"undirected"
"look","clientag",1,"undirected"
"see","heedless",2,"undirected"
"feel","heedless",1,"undirected"
"think","heedless",1,"undirected"
"look","heedless",2,"undirected"
"feel","snob",1,"undirected"
"look","snob",2,"undirected"
"mind","snob",1,"undirected"
"see","dllenahkh",33,"undirected"
"feel","dllenahkh",17,"undirected"
"think","dllenahkh",23,"undirected"
"look","dllenahkh",123,"undirected"
"mind","dllenahkh",22,"undirected"
"see","fergus",2,"undirected"
"feel","fergus",1,"undirected"
"look","fergus",5,"undirected"
"see","councillor",1,"undirected"
"think","councillor",1,"undirected"
"look","councillor",2,"undirected"
"see","lian",5,"undirected"
"feel","lian",2,"undirected"
"think","lian",1,"undirected"
"look","lian",5,"undirected"
"see","refectori",1,"undirected"
"see","innermost",1,"undirected"
"feel","innermost",1,"undirected"
"think","innermost",1,"undirected"
"look","innermost",1,"undirected"
"see","ioan",1,"undirected"
"look","ioan",1,"undirected"
"see","nasiha",3,"undirected"
"feel","nasiha",2,"undirected"
"look","nasiha",11,"undirected"
"see","naraldi",2,"undirected"
"think","naraldi",2,"undirected"
"feel","comport",1,"undirected"
"look","comport",1,"undirected"
"feel","joral",1,"undirected"
"think","joral",1,"undirected"
"look","joral",8,"undirected"
"see","sadiri",1,"undirected"
"feel","sadiri",1,"undirected"
"think","sadiri",1,"undirected"
"look","sadiri",10,"undirected"
"see","unfaz",1,"undirected"
"feel","unfaz",1,"undirected"
"look","unfaz",1,"undirected"
"feel","judiciari",2,"undirected"
"feel","besot",1,"undirected"
"feel","tasadiri",1,"undirected"
"think","turner",1,"undirected"
"feel","fourmet",1,"undirected"
"think","fourmet",1,"undirected"
"think","gilda",1,"undirected"
"think","qeturah",1,"undirected"
"look","qeturah",5,"undirected"
"think","consort",1,"undirected"
"think","memoryreset",1,"undirected"
"think","ngh",1,"undirected"
"look","ainya",4,"undirected"
"see","infus",2,"undirected"
"feel","infus",1,"undirected"
"think","infus",1,"undirected"
"look","infus",1,"undirected"
"see","lowlevel",1,"undirected"
"look","lowlevel",2,"undirected"
"see","tarik",1,"undirected"
"look","tarik",6,"undirected"
"think","telepath",1,"undirected"
"look","telepath",3,"undirected"
"feel","daniyel",1,"undirected"
"think","daniyel",2,"undirected"
"look","daniyel",1,"undirected"
"see","rafi",67,"undirected"
"feel","rafi",57,"undirected"
"think","rafi",60,"undirected"
"look","rafi",135,"undirected"
"mind","rafi",7,"undirected"
"look","tonio",1,"undirected"
"feel","upland",1,"undirected"
"look","upland",1,"undirected"
"look","harem",1,"undirected"
"think","lanuri",1,"undirected"
"look","lanuri",2,"undirected"
"look","unsadiri",1,"undirected"
"look","requiem",1,"undirected"
"look","ain",1,"undirected"
"see","sadira",1,"undirected"
"feel","sadira",1,"undirected"
"think","sadira",1,"undirected"
"look","sadira",3,"undirected"
"look","worldgirdl",1,"undirected"
"look","unperturb",1,"undirected"
"see","delarua",7,"undirected"
"feel","delarua",10,"undirected"
"think","delarua",7,"undirected"
"look","delarua",9,"undirected"
"mind","delarua",1,"undirected"
"think","freyda",2,"undirected"
"look","freyda",2,"undirected"
"mind","freyda",2,"undirected"
"see","patricia",6,"undirected"
"feel","patricia",4,"undirected"
"think","patricia",5,"undirected"
"look","patricia",4,"undirected"
"mind","patricia",2,"undirected"
"see","cindi",1,"undirected"
"look","cindi",4,"undirected"
"see","infinixx",1,"undirected"
"think","infinixx",1,"undirected"
"look","infinixx",1,"undirected"
"see","shat",1,"undirected"
"think","shat",1,"undirected"
"look","shat",2,"undirected"
"see","psombi",1,"undirected"
"see","scadden",1,"undirected"
"feel","scadden",1,"undirected"
"think","scadden",2,"undirected"
"look","scadden",4,"undirected"
"see","killiam",3,"undirected"
"feel","killiam",1,"undirected"
"see","billboard",2,"undirected"
"look","billboard",1,"undirected"
"mind","billboard",1,"undirected"
"feel","oddbal",1,"undirected"
"see","kesselr",1,"undirected"
"feel","kesselr",2,"undirected"
"think","kesselr",2,"undirected"
"look","kesselr",4,"undirected"
"mind","kesselr",1,"undirected"
"feel","pssiweapon",1,"undirected"
"mind","pssiweapon",1,"undirected"
"feel","pssi",2,"undirected"
"think","pssi",3,"undirected"
"look","pssi",1,"undirected"
"mind","pssi",3,"undirected"
"think","uav",1,"undirected"
"look","uav",1,"undirected"
"think","higherord",1,"undirected"
"see","kelp",1,"undirected"
"look","kelp",1,"undirected"
"look","adf",1,"undirected"
"look","granger",1,"undirected"
"look","phutur",1,"undirected"
"look","cleans",1,"undirected"
"mind","cleans",4,"undirected"
"mind","neurolog",1,"undirected"
"mind","commandandcontrol",1,"undirected"
"mind","cyberdefens",1,"undirected"
"look","feint",1,"undirected"
"mind","feint",1,"undirected"
"mind","jiujitsu",1,"undirected"
"see","atopian",1,"undirected"
"feel","atopian",3,"undirected"
"see","vinc",2,"undirected"
"think","vinc",1,"undirected"
"look","vinc",8,"undirected"
"mind","vinc",1,"undirected"
"see","housebot",1,"undirected"
"see","pointofview",1,"undirected"
"look","pointofview",1,"undirected"
"see","workspac",1,"undirected"
"look","workspac",1,"undirected"
"see","avi",1,"undirected"
"look","avi",1,"undirected"
"see","scarab",2,"undirected"
"look","scarab",1,"undirected"
"see","smarticl",1,"undirected"
"feel","smarticl",3,"undirected"
"look","smarticl",1,"undirected"
"mind","smarticl",3,"undirected"
"see","locust",1,"undirected"
"see","scruffi",1,"undirected"
"see","mohesha",2,"undirected"
"feel","mohesha",1,"undirected"
"mind","mohesha",1,"undirected"
"see","volumin",2,"undirected"
"see","gameworld",1,"undirected"
"feel","gameworld",1,"undirected"
"think","gameworld",1,"undirected"
"see","beatperminut",1,"undirected"
"see","mediaworld",2,"undirected"
"mind","mediaworld",3,"undirected"
"see","ligninthermoplast",1,"undirected"
"see","striplight",1,"undirected"
"mind","striplight",2,"undirected"
"see","thunderfal",1,"undirected"
"see","seawal",1,"undirected"
"see","gaspow",1,"undirected"
"feel","ultravioletradi",1,"undirected"
"feel","sandbot",1,"undirected"
"mind","sandbot",1,"undirected"
"feel","cyberarsen",1,"undirected"
"feel","jimmyonthedesk",2,"undirected"
"see","malic",2,"undirected"
"feel","malic",2,"undirected"
"look","malic",1,"undirected"
"feel","extrasensori",1,"undirected"
"look","extrasensori",1,"undirected"
"feel","metasens",1,"undirected"
"feel","cerberus",1,"undirected"
"feel","uplink",1,"undirected"
"feel","semifet",1,"undirected"
"see","hyperspac",1,"undirected"
"feel","hyperspac",1,"undirected"
"look","hyperspac",1,"undirected"
"feel","proxxi",2,"undirected"
"think","proxxi",2,"undirected"
"look","proxxi",5,"undirected"
"mind","proxxi",1,"undirected"
"feel","atopia",1,"undirected"
"think","atopia",2,"undirected"
"look","atopia",6,"undirected"
"mind","atopia",3,"undirected"
"feel","pssikid",1,"undirected"
"feel","periwinkl",2,"undirected"
"look","periwinkl",1,"undirected"
"mind","periwinkl",1,"undirected"
"feel","molehil",1,"undirected"
"feel","metabol",2,"undirected"
"think","metabol",1,"undirected"
"look","metabol",2,"undirected"
"mind","metabol",1,"undirected"
"feel","medbot",1,"undirected"
"feel","turbofan",1,"undirected"
"see","topsid",1,"undirected"
"feel","topsid",1,"undirected"
"think","topsid",1,"undirected"
"look","topsid",1,"undirected"
"feel","horseman",1,"undirected"
"mind","horseman",1,"undirected"
"think","lucasi",1,"undirected"
"think","dimstim",1,"undirected"
"see","thoughtless",1,"undirected"
"think","thoughtless",1,"undirected"
"think","margreth",1,"undirected"
"think","novan",1,"undirected"
"mind","novan",1,"undirected"
"think","phytoplankton",1,"undirected"
"think","smarticleinfus",1,"undirected"
"think","tyrel",1,"undirected"
"look","tyrel",1,"undirected"
"think","extraterrestri",3,"undirected"
"think","meteorit",1,"undirected"
"think","quasicryst",1,"undirected"
"think","lifesupport",2,"undirected"
"mind","lifesupport",1,"undirected"
"look","cessat",1,"undirected"
"look","brigitt",2,"undirected"
"look","deanna",8,"undirected"
"look","wikiworld",1,"undirected"
"look","hydrophob",2,"undirected"
"look","sobek",1,"undirected"
"look","identitythiev",1,"undirected"
"look","biostat",2,"undirected"
"mind","biostat",1,"undirected"
"look","mouthpart",1,"undirected"
"mind","mouthpart",1,"undirected"
"look","bedouin",4,"undirected"
"look","correl",2,"undirected"
"look","infraredshift",1,"undirected"
"look","longdrawnout",1,"undirected"
"look","insectmind",1,"undirected"
"look","gruffli",1,"undirected"
"look","bobrat",1,"undirected"
"look","metaphys",1,"undirected"
"look","chadian",1,"undirected"
"look","slattedpupil",1,"undirected"
"look","apoplect",1,"undirected"
"look","newsworld",1,"undirected"
"look","sibeal",1,"undirected"
"look","hezekiah",2,"undirected"
"look","cinderblock",2,"undirected"
"look","aslant",1,"undirected"
"look","corrugatedtin",1,"undirected"
"look","bunki",3,"undirected"
"mind","bunki",1,"undirected"
"look","anthropomorph",1,"undirected"
"see","isi",1,"undirected"
"look","isi",3,"undirected"
"mind","isi",1,"undirected"
"mind","osiri",1,"undirected"
"mind","purgatori",1,"undirected"
"mind","yolk",1,"undirected"
