"","date","means","variable","date.adj"
"comma94","1963",0.0721485495365194,"comma",1998
"comma.line94","1963",NA,"comma.line",1998
"total94","1963",0.135775439458972,"total",1998
"total.line94","1963",Inf,"total.line",1998
"total.words95","1965",146.358974358974,"total.words",2000
"no.lines95","1965",23.5384615384615,"no.lines",2000
"quest95","1965",0.0019344071025641,"quest",2000
"quest.line95","1965",0.0108590746153846,"quest.line",2000
"exclam95","1965",0.000377593333333333,"exclam",2000
"exclam.line95","1965",0.00248799897435897,"exclam.line",2000
"period95","1965",0.0441583128205128,"period",2000
"period.line95","1965",0.283693827435897,"period.line",2000
"comma95","1965",0.080641258974359,"comma",2000
"comma.line95","1965",0.517707885897436,"comma.line",2000
"total95","1965",0.137134229487179,"total",2000
"total.line95","1965",0.876966887179487,"total.line",2000
"total.words96","1966",369.2,"total.words",2001
"no.lines96","1966",48,"no.lines",2001
"quest96","1966",0.00257986447866667,"quest",2001
"quest.line96","1966",0.0200161117066667,"quest.line",2001
"exclam96","1966",0.000396449641333333,"exclam",2001
"exclam.line96","1966",0.00298996982666667,"exclam.line",2001
"period96","1966",0.0354013066933333,"period",2001
"period.line96","1966",0.2643666876,"period.line",2001
"comma96","1966",0.0589317406666667,"comma",2001
"comma.line96","1966",0.442158668,"comma.line",2001
"total96","1966",0.104177870933333,"total",2001
"total.line96","1966",0.781227885066667,"total.line",2001
"total.words97","1967",514.792682926829,"total.words",2002
"no.lines97","1967",87.9329268292683,"no.lines",2002
"quest97","1967",0.00294961197560976,"quest",2002
"quest.line97","1967",0.0188257639268293,"quest.line",2002
"exclam97","1967",0.00101374009146341,"exclam",2002
"exclam.line97","1967",0.00616152807317073,"exclam.line",2002
"period97","1967",0.0231302561097561,"period",2002
"period.line97","1967",0.168101745,"period.line",2002
"comma97","1967",0.0743183857682927,"comma",2002
"comma.line97","1967",0.453458701512195,"comma.line",2002
"total97","1967",0.105850934573171,"total",2002
"total.line97","1967",0.672637682317073,"total.line",2002
"total.words98","1968",228.685314685315,"total.words",2003
"no.lines98","1968",36.4755244755245,"no.lines",2003
"quest98","1968",0.00257391498181818,"quest",2003
"quest.line98","1968",0.0213614044475524,"quest.line",2003
"exclam98","1968",0.00102785862517483,"exclam",2003
"exclam.line98","1968",0.00627480394405594,"exclam.line",2003
"period98","1968",0.0475222357622378,"period",2003
"period.line98","1968",0.492173518951049,"period.line",2003
"comma98","1968",0.0708729587552448,"comma",2003
"comma.line98","1968",0.725752322937063,"comma.line",2003
"total98","1968",0.132952030965035,"total",2003
"total.line98","1968",1.38060059755245,"total.line",2003
"total.words99","1969",120.463414634146,"total.words",2004
"no.lines99","1969",16.3536585365854,"no.lines",2004
"quest99","1969",0.00366195865853659,"quest",2004
"quest.line99","1969",0.0281826834146341,"quest.line",2004
"exclam99","1969",0.000223763707317073,"exclam",2004
"exclam.line99","1969",0.00152439024390244,"exclam.line",2004
"period99","1969",0.0507966842682927,"period",2004
"period.line99","1969",0.379382036341463,"period.line",2004
"comma99","1969",0.0963775387804878,"comma",2004
"comma.line99","1969",0.757201202439024,"comma.line",2004
"total99","1969",0.160435231707317,"total",2004
"total.line99","1969",1.23740100243902,"total.line",2004
"total.words100","1970",220.4375,"total.words",2005
"no.lines100","1970",37.75,"no.lines",2005
"quest100","1970",0.001913811765625,"quest",2005
"quest.line100","1970",0.01177313984375,"quest.line",2005
"exclam100","1970",0.000204402703125,"exclam",2005
"exclam.line100","1970",0.00118859890625,"exclam.line",2005
"period100","1970",0.0846400309375,"period",2005
"period.line100","1970",0.5043160703125,"period.line",2005
"comma100","1970",0.0570143834375,"comma",2005
"comma.line100","1970",0.3398573909375,"comma.line",2005
"total100","1970",0.1490912415625,"total",2005
"total.line100","1970",0.890057259375,"total.line",2005
"total.words101","1971",158.155279503106,"total.words",2006
"no.lines101","1971",21.0931677018634,"no.lines",2006
"quest101","1971",0.00509154517391304,"quest",2006
"quest.line101","1971",0.040789931552795,"quest.line",2006
"exclam101","1971",0.000439292763975155,"exclam",2006
"exclam.line101","1971",0.00286180192546584,"exclam.line",2006
"period101","1971",0.0602456553664596,"period",2006
"period.line101","1971",0.462366010993789,"period.line",2006
"comma101","1971",0.052385514447205,"comma",2006
"comma.line101","1971",0.404954414409938,"comma.line",2006
"total101","1971",0.126170014534161,"total",2006
"total.line101","1971",0.973422662546584,"total.line",2006
"total.words102","1972",125.071428571429,"total.words",2007
"no.lines102","1972",16.0714285714286,"no.lines",2007
"quest102","1972",0.000532527595238095,"quest",2007
"quest.line102","1972",0.00451199261904762,"quest.line",2007
"exclam102","1972",0.00169312966666667,"exclam",2007
"exclam.line102","1972",0.014198435952381,"exclam.line",2007
"period102","1972",0.0575259330952381,"period",2007
"period.line102","1972",0.492488873809524,"period.line",2007
"comma102","1972",0.0548040876190476,"comma",2007
"comma.line102","1972",0.460685304761905,"comma.line",2007
"total102","1972",0.121481978809524,"total",2007
"total.line102","1972",1.03156616428571,"total.line",2007
"total.words103","1973",120.505376344086,"total.words",2008
"no.lines103","1973",18.241935483871,"no.lines",2008
"quest103","1973",0.000622457903225806,"quest",2008
"quest.line103","1973",0.00521200301075269,"quest.line",2008
"exclam103","1973",0.00118862531182796,"exclam",2008
"exclam.line103","1973",0.00591279795698925,"exclam.line",2008
"period103","1973",0.0488102482795699,"period",2008
"period.line103","1973",0.372062466666667,"period.line",2008
"comma103","1973",0.0729568898924731,"comma",2008
"comma.line103","1973",0.511397832580645,"comma.line",2008
"total103","1973",0.135137698064516,"total",2008
"total.line103","1973",0.959190591397849,"total.line",2008
"total.words104","1975",198.333333333333,"total.words",2010
"no.lines104","1975",28.1794871794872,"no.lines",2010
"quest104","1975",0.00239890348717949,"quest",2010
"quest.line104","1975",0.0118108087179487,"quest.line",2010
"exclam104","1975",0,"exclam",2010
"exclam.line104","1975",0,"exclam.line",2010
"period104","1975",0.0512617283076923,"period",2010
"period.line104","1975",0.376637049230769,"period.line",2010
"comma104","1975",0.075963669,"comma",2010
"comma.line104","1975",0.549733462307692,"comma.line",2010
"total104","1975",0.136490217435897,"total",2010
"total.line104","1975",0.987644561538462,"total.line",2010
