X,segment,ttr,ant1,ant2,syn1,syn2,ant.syn1,ant.syn2
524,262000,0.55,0.0002190563,0.0764587525,0.0014847147,0.23138833,0.1475409836,0.3304347826
525,262500,0.55,0.0003435161,0.0767676768,0.0009405799,0.2121212121,0.3652173913,0.3619047619
526,263000,0.54,0.0005290581,0.1,0.0013466934,0.204,0.3928571429,0.4901960784
527,263500,0.528,0.0002433959,0.0724346076,0.0013549036,0.245472837,0.1796407186,0.2950819672
528,264000,0.508,0.0004581901,0.0781893004,0.0015103305,0.2181069959,0.3033707865,0.358490566
529,264500,0.514,0.0008681119,0.092555332,0.0014198092,0.2233400402,0.6114285714,0.4144144144
530,265000,0.522,0.0005516973,0.1046277666,0.0016388655,0.2595573441,0.3366336634,0.4031007752
531,265500,0.51,0.0001931574,0.0581162325,0.0014245358,0.244488978,0.1355932203,0.237704918
532,266000,0.528,0.000240481,0.06,0.0012985972,0.204,0.1851851852,0.2941176471
533,266500,0.53,0.0002545762,0.0668016194,0.0022254888,0.2570850202,0.1143911439,0.2598425197
534,267000,0.4909819639,0.0006624954,0.096969697,0.0017257596,0.1898989899,0.3838862559,0.5106382979
535,267500,0.534,0.0004156449,0.0814663951,0.0010391122,0.1751527495,0.4,0.4651162791
536,268000,0.4817073171,4.13955259716e-05,0.012195122,0.0005381418,0.1422764228,0.0769230769,0.0857142857
